clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,Address_Type,Exit_Number,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road,Scraped_phone_match_rate,Yelp_phone_match_rate,place_identifier(year),Yellowbook_phone_match_rate,Webscraped_Phone_full_url,Webscraped_PlacedMatched_full_url,Yelp_URL,YellowPages_SEARCH_URL,Match_Comments,Final_Lat,Final_Long
Kramer Junction ( 93516 ) Pilot Travel Center # 200,760-762-0041 US 395 & CA 58,Pilot 24 <U+2610> MOO,Kramer Junction,93516,Pilot Travel Center # 200,760-762-0041,2015,Boron,CA,Pilot,empty,,US 395,CA 58,,,,True,True,320,True,http://www.rvandtravelers.com/location_details.php?id=10331; https://www.truckstopsandservices.com/location_details.php?id=10331,http://www.rvandtravelers.com/location_details.php?id=10331; https://www.truckstopsandservices.com/location_details.php?id=10331,https://www.yelp.com/biz/pilot-travel-center-boron-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+762+0041; https://www.yellowpages.com/search?search_terms=760+762+0041; https://www.yellowpages.com/search?search_terms=760+762+0041,,34.9923655,-117.5432305
Kramer Junction ( 93516 ) Pilot 99 Travel Exit Center 109 ( Ave # 200 384 ),760-762-0041 US 395 & CA 58 Pilot,"24 "" M <U+25A1> 024 0",Kramer Junction,93516,Pilot 99 Travel Exit Center 109 ( Ave # 200 384 ),760-762-0041,2016,Boron,CA,Pilot,empty,,US 395,CA 58,,,,True,True,320,True,http://www.rvandtravelers.com/location_details.php?id=10331; https://www.truckstopsandservices.com/location_details.php?id=10331,http://www.rvandtravelers.com/location_details.php?id=10331; https://www.truckstopsandservices.com/location_details.php?id=10331,https://www.yelp.com/biz/pilot-travel-center-boron-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+762+0041; https://www.yellowpages.com/search?search_terms=760+762+0041; https://www.yellowpages.com/search?search_terms=760+762+0041,,34.9923655,-117.5432305
"Pearsonville , 93527 Pearsonville Truck Stop ( Shell )",760-377-5353 102 N Pearson Rd ( E of US ),M,Pearsonville,93527,Pearsonville Truck Stop ( Shell ),760-377-5353,2006,Inyokern,CA,Shell,Proper,,N Pearson Rd,,,,,True,True,321,True,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,https://www.yelp.com/biz/pearsonville-shell-inyokern?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353,,35.7988745,-117.8722155
"Pearsonville , 93527 Pearsonville Truck Stop (",760-377-5353 102 N Pearson Rd ( E Shell ),24 M,Pearsonville,93527,Pearsonville Truck Stop (,760-377-5353,2007,Inyokern,CA,,Proper,,N Pearson Rd,,,,,True,True,321,True,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,https://www.yelp.com/biz/pearsonville-shell-inyokern?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353,,35.7988745,-117.8722155
"Pearsonville , 93527 Pearsonville Publishers Truck . All rights Stop reserved .",5 760-377-5353 102 N Pearson Rd ( E ( Shell ),24 S <U+2610> <U+2610>,Pearsonville,93527,Pearsonville Publishers Truck . All rights Stop reserved .,760-377-5353,2008,Inyokern,CA,,Proper,,N Pearson Rd,,,,,True,True,321,True,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,https://www.yelp.com/biz/pearsonville-shell-inyokern?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353,,35.7988745,-117.8722155
Pearsonville ( 93527 ) Pearsonville Truck Stop ( Shell ),5 760-377-5353 102 N Pearson Rd ( E of US 395 ),24 M <U+2610> <U+2610> <U+25A1>,Pearsonville,93527,Pearsonville Truck Stop ( Shell ),760-377-5353,2014,Inyokern,CA,Shell,Proper,,N Pearson Rd,,,,,True,True,321,True,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,https://www.yelp.com/biz/pearsonville-shell-inyokern?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353,,35.7988745,-117.8722155
G Pearsonville ( 93527 ) Pearsonville Truck Stop ( Shell ),760-377-5353 102 N Pearson Rd ( E of US 395 ),24 HRG M <U+2610> <U+2610> <U+2610>,Pearsonville,93527,Pearsonville Truck Stop ( Shell ),760-377-5353,2015,Inyokern,CA,Shell,Proper,,N Pearson Rd,,,,,True,True,321,True,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,https://www.yelp.com/biz/pearsonville-shell-inyokern?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353,,35.7988745,-117.8722155
G Pearsonville ( 93527 ) Pearsonville Truck Stop ( Shell ),5 760-377-5353 102 N Pearson Rd ( E of US 395 ),HRS M <U+2610> <U+2610> <U+2610> <U+25A1>,Pearsonville,93527,Pearsonville Truck Stop ( Shell ),760-377-5353,2016,Inyokern,CA,Shell,Proper,,N Pearson Rd,,,,,True,True,321,True,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,http://www.rvandtravelers.com/location_details.php?id=10339; https://www.truckstopsandservices.com/location_details.php?id=10339,https://www.yelp.com/biz/pearsonville-shell-inyokern?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353; https://www.yellowpages.com/search?search_terms=760+377+5353,,35.7988745,-117.8722155
"Pearblossom , 93553 Pearblossom Chevron",661-944-0455 13030 CA 138,24 L <U+2610>,Pearblossom,93553,Pearblossom Chevron,661-944-0455,2006,Pearblossom,CA,Chevron,Proper,,CA 138,,,,,True,True,322,True,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.yelp.com/biz/chevron-pearblossom?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455,,34.50616985,-117.89696865
"Pearblossom , 93553 Pearblossom Chevron of CA 46 )",661-944-0455 13030 CA 138,FRS L,Pearblossom,93553,Pearblossom Chevron of CA 46 ),661-944-0455,2007,Pearblossom,CA,Chevron,Proper,,CA 138,,,,,True,True,322,True,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.yelp.com/biz/chevron-pearblossom?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455,,34.50616985,-117.89696865
"Pearblossom , 93553 Pearblossom Chevron ( Chevron / CFN )",5 661-944-0455 13030 CA 138,24 D B,Pearblossom,93553,Pearblossom Chevron ( Chevron / CFN ),661-944-0455,2008,Pearblossom,CA,Chevron,Proper,,CA 138,,,,,True,True,322,True,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.yelp.com/biz/chevron-pearblossom?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455,,34.50616985,-117.89696865
Pearblossom ( 93553 ) Pearblossom Chevron ( CFN Cardlock ),661-944-0455 13030 CA 138,24 L D,Pearblossom,93553,Pearblossom Chevron ( CFN Cardlock ),661-944-0455,2014,Pearblossom,CA,Chevron,Proper,,CA 138,,,,,True,True,322,True,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.yelp.com/biz/chevron-pearblossom?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455,,34.50616985,-117.89696865
Pearblossom ( 93553 ) Pearblossom Chevron ( CFN Cardlock ),5 661-944-0455 13030 CA 138,24 L <U+2610> O,Pearblossom,93553,Pearblossom Chevron ( CFN Cardlock ),661-944-0455,2015,Pearblossom,CA,Chevron,Proper,,CA 138,,,,,True,True,322,True,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.yelp.com/biz/chevron-pearblossom?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455,,34.50616985,-117.89696865
H Pearblossom ( 93553 ) Pearblossom Chevron ( CFN ),5 661-944-0455 13030 CA 138,HRS 24 72 L <U+2610> <U+2610> <U+25A1> O,Pearblossom,93553,Pearblossom Chevron ( CFN ),661-944-0455,2016,Pearblossom,CA,Chevron,Proper,,CA 138,,,,,True,True,322,True,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.truckstopsandservices.com/location_details.php?id=10304; http://www.rvandtravelers.com/location_details.php?id=10304,https://www.yelp.com/biz/chevron-pearblossom?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455; https://www.yellowpages.com/search?search_terms=661+944+0455,,34.50616985,-117.89696865
"F Chowchilla , 93610 Ahmed's Exxon",559-665-4146 CA 99 Exit 167 ( Ave 24 W ),A,Chowchilla,93610,Ahmed's Exxon,559-665-4146,2006,Chowchilla,CA,Exxon,Exit,167,CA 99,,,,,True,True,323,True,http://www.rvandtravelers.com/location_details.php?id=225; https://www.truckstopsandservices.com/location_details.php?id=225,,https://www.yelp.com/biz/valero-chowchilla-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-chowchilla?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146,,37.09806928445562,-120.21806834097865
"Chowchilla , 93610 Ahmed's Exxon",559-665-4146 CA 99 Exit 167 ( Ave 24 W ),S - - -,Chowchilla,93610,Ahmed's Exxon,559-665-4146,2007,Chowchilla,CA,Exxon,Exit,167,CA 99,,,,,True,True,323,True,http://www.rvandtravelers.com/location_details.php?id=225; https://www.truckstopsandservices.com/location_details.php?id=225,,https://www.yelp.com/biz/valero-chowchilla-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-chowchilla?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146,,37.09806928445562,-120.21806834097865
"F Chowchilla , 936.10 Ahmed's Exxon",3 559-665-4146 CA 99 Exit 167 ( Ave 24 W ),24 HRS S,Chowchilla,93610,,559-665-4146,2008,Chowchilla,CA,,Exit,167,CA 99,,,,,True,True,323,True,http://www.rvandtravelers.com/location_details.php?id=225; https://www.truckstopsandservices.com/location_details.php?id=225,,https://www.yelp.com/biz/valero-chowchilla-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-chowchilla?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146,,37.09806928445562,-120.21806834097865
F Chowchilla ( 93610 ) United Park Truck Stop ( Valero ),559-665-4146 CA 99 Exit 167 ( Ave 24 W ),HRO 24 <U+2610> <U+2610> <U+2610> <U+2610>,Chowchilla,93610,United Park Truck Stop ( Valero ),559-665-4146,2014,Chowchilla,CA,Valero,Exit,167,CA 99,,,,,True,True,323,True,http://www.rvandtravelers.com/location_details.php?id=225; https://www.truckstopsandservices.com/location_details.php?id=225,http://www.rvandtravelers.com/location_details.php?id=225; https://www.truckstopsandservices.com/location_details.php?id=225,https://www.yelp.com/biz/valero-chowchilla-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-chowchilla?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146,,37.09806928445562,-120.21806834097865
F Chowchilla ( 93610 ) United Park Truck Stop ( Valero ),3 559-665-4146 CA 99 Exit 167 ( Ave 24 W ),124 HRS 24 S,Chowchilla,93610,United Park Truck Stop ( Valero ),559-665-4146,2015,Chowchilla,CA,Valero,Exit,167,CA 99,,,,,True,True,323,True,http://www.rvandtravelers.com/location_details.php?id=225; https://www.truckstopsandservices.com/location_details.php?id=225,http://www.rvandtravelers.com/location_details.php?id=225; https://www.truckstopsandservices.com/location_details.php?id=225,https://www.yelp.com/biz/valero-chowchilla-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-chowchilla?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146,,37.09806928445562,-120.21806834097865
Chowchilla ( 93610 ) United Park Truck Stop ( Valero ),559-665-4146 CA 99 Exit 167 ( Ave 24 W ),2.4 S,Chowchilla,93610,United Park Truck Stop ( Valero ),559-665-4146,2016,Chowchilla,CA,Valero,Exit,167,CA 99,,,,,True,True,323,True,http://www.rvandtravelers.com/location_details.php?id=225; https://www.truckstopsandservices.com/location_details.php?id=225,http://www.rvandtravelers.com/location_details.php?id=225; https://www.truckstopsandservices.com/location_details.php?id=225,https://www.yelp.com/biz/valero-chowchilla-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-chowchilla?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146; https://www.yellowpages.com/search?search_terms=559+665+4146,,37.09806928445562,-120.21806834097865
"F Firebaugh , 93622 MBP Travel Plaza ( Chevron )",209-364-6437 I-5 Exit 385 ( Nees Ave ),HRS 24 M,Firebaugh,93622,MBP Travel Plaza ( Chevron ),209-364-6437,2006,Firebaugh,CA,BP,Exit,385,I-5,,,,,True,True,324,True,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,https://www.yelp.com/biz/firebaugh-travel-plaza-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-firebaugh-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-gas-station-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437,,36.85495498148105,-120.77777058670053
"F Firebaugh , 93622 MBP Travel Plaza ( Chevron )",209-364-6437 I-5 Exit 385 ( Nees Ave ),HRS 24 M <U+2610>,Firebaugh,93622,MBP Travel Plaza ( Chevron ),209-364-6437,2007,Firebaugh,CA,BP,Exit,385,I-5,,,,,True,True,324,True,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,https://www.yelp.com/biz/firebaugh-travel-plaza-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-firebaugh-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-gas-station-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437,,36.85495498148105,-120.77777058670053
"F Firebaugh , 93622 MBP Travel Plaza ( Chevron )",3 209-364-6437 I-5 Exit 385 ( Nees Ave ),HRS 24 225 M,Firebaugh,93622,MBP Travel Plaza ( Chevron ),209-364-6437,2008,Firebaugh,CA,BP,Exit,385,I-5,,,,,True,True,324,True,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,https://www.yelp.com/biz/firebaugh-travel-plaza-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-firebaugh-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-gas-station-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437,,36.85495498148105,-120.77777058670053
Firebaugh ( 93622 ) Firebaugh Travel Plaza ( Chevron ),209-364-6437 I-5 Exit 385 ( Nees Ave ),24 MO D,Firebaugh,93622,Firebaugh Travel Plaza ( Chevron ),209-364-6437,2014,Firebaugh,CA,Chevron,Exit,385,I-5,,,,,True,True,324,True,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,https://www.yelp.com/biz/firebaugh-travel-plaza-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-firebaugh-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-gas-station-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437,,36.85495498148105,-120.77777058670053
Firebaugh ( 93622 ) Firebaugh Travel rights Plaza reserved ( Chevron .,3 209-364-6437 I-5 Exit 385 ( ),"24 M """,Firebaugh,93622,Firebaugh Travel rights Plaza reserved ( Chevron .,209-364-6437,2015,Firebaugh,CA,Chevron,Exit,385,I-5,,,,,True,True,324,True,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,https://www.yelp.com/biz/firebaugh-travel-plaza-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-firebaugh-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-gas-station-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437,,36.85495498148105,-120.77777058670053
Firebaugh ( 93622 ) Firebaugh Travel Plaza ( ),209-364-6437 I-5 Exit 385 ( Nees Ave ),24 M 24 32 <U+2610>,Firebaugh,93622,Firebaugh Travel Plaza ( ),209-364-6437,2016,Firebaugh,CA,,Exit,385,I-5,,,,,True,True,324,True,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,http://www.rvandtravelers.com/location_details.php?id=927; https://www.truckstopsandservices.com/location_details.php?id=927,https://www.yelp.com/biz/firebaugh-travel-plaza-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-firebaugh-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/chevron-gas-station-firebaugh?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437; https://www.yellowpages.com/search?search_terms=209+364+6437,,36.85495498148105,-120.77777058670053
