clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,address_standardized_ON_parenthesis,address_standardized_OFF_parenthesis,Address_Type,Exit_Number,Flagged,Flag_Reason,Is_Unclear_OCR,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road
"San Jose , 95112 Western States Oil ( Pacific Pride )",408-292-1041 I-280 Exit 1 ( 10th St ),00,San Jose,95112,Western States Oil ( Pacific Pride ),408-292-1041,2006,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,False,,False,I-280,,None,,
"F San Jose , 95112 Western States Oil ( Pacific Pride )",408-292-1041 I-280 Exit 1 ( 10th St ),<U+2610>,San Jose,95112,Western States Oil ( Pacific Pride ),408-292-1041,2007,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,False,,False,I-280,,None,,
"San Jose , 95112 Western States Oil ( Pacific Pride St ) )",2 408-292-1041 I-280 Exit 1 ( 10th St ),D,San Jose,95112,Western States Oil ( Pacific Pride St ) ),408-292-1041,2008,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,False,,False,I-280,,None,,
F San Jose ( 95112 ) Western States Oil Cardlock ( Pac Pride ),408-292-1041 I-280 Exit 1 ( 10th St ),) D,San Jose,95112,Western States Oil Cardlock ( Pac Pride ),408-292-1041,2014,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,False,,False,I-280,,None,,
San Jose ( 95112 ) Western States Oil Cardlock ( Pac Pride ),2 408-292-1041 I-280 Exit 1 ( 10th St ),<U+2610> <U+2610> <U+2610> D,San Jose,95112,Western States Oil Cardlock ( Pac Pride ),408-292-1041,2015,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,False,,False,I-280,,None,,
F San Jose ( 95112 ) Western States Oil Cardlock ( Pac Pride ),408-292-1041 I-280 Exit 1 ( 10th St ),<U+2610><U+2610> <U+2610> <U+25A1> <U+2610>,San Jose,95112,Western States Oil Cardlock ( Pac Pride ),408-292-1041,2016,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,False,,False,I-280,,None,,
"Stockton , 95205 Vanco Truck & Auto Plaza ( 76 )",209-466-0833 I-5 Exit 471 ( CA 4 W ),HRS 24 HRS <U+2610>,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2006,Stockton,CA,,( CA 4 W ),I-5 Exit 471 ,Exit,471,False,,False,I-5,,None,,
"Stockton , 95205 Vanco Truck & Auto Plaza ( 76 )",209-466-0833 I-5 Exit 471 ( CA 4 W ),48,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2007,Stockton,CA,,( CA 4 W ),I-5 Exit 471 ,Exit,471,False,,False,I-5,,None,,
"E Stockton , 95205 Vanco Truck & Auto Plaza ( 76 )",2 209-466-0833 I-5 Exit 471 ( CA 4 W ),24 HRS M <U+2610> <U+2610>,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2008,Stockton,CA,,( CA 4 W ),I-5 Exit 471 ,Exit,471,False,,False,I-5,,None,,
Stockton ( 95205 ) Vanco Truck & Auto Plaza ( 76 ),209-466-0833 I-5 Exit 471 ( CA 4W ),24 M <U+2610>,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2014,Stockton,CA,,( CA 4W ),I-5 Exit 471 ,Exit,471,False,,False,I-5,,None,,
Stockton ( 95205 ) Vanco Truck 468 & ( French Auto Plaza Camp ( 76 Rd ) SE ),209-466-0833 I-5 Exit 471 ( CA,MO <U+25A1>,Stockton,95205,Vanco Truck 468 & ( French Auto Plaza Camp ( 76 Rd ) SE ),209-466-0833,2015,Stockton,CA,,( CA,I-5 Exit 471 ,Exit,471,False,,False,I-5,,None,,
Stockton ( 95205 ) Vanco Truck & Auto Plaza ( 76 ),2 209-466-0833 I-5 Exit 471 ( CA 4 W ),24 M,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2016,Stockton,CA,,( CA 4 W ),I-5 Exit 471 ,Exit,471,False,,False,I-5,,None,,
"Stockton , 95206 76 Express",209-983-4781 I-5 Exit 468 ( French Camp Rd SE ),24 HRS <U+2610> M,Stockton,95206,76 Express,209-983-4781,2006,Stockton,CA,,( French Camp Rd SE ),I-5 Exit 468 ,Exit,468,False,,False,I-5,,None,,
"Stockton , 95206 76 Express",209-983-4781 I-5 Exit 468 ( French Camp Rd SE ),24 S,Stockton,95206,76 Express,209-983-4781,2007,Stockton,CA,,( French Camp Rd SE ),I-5 Exit 468 ,Exit,468,False,,False,I-5,,None,,
"E Stockton , 95206 76 Express",2 209-983-4781 I-5 Exit 468 ( French Camp Rd SE ),24 S <U+25A1> <U+25A1>,Stockton,95206,76 Express,209-983-4781,2008,Stockton,CA,,( French Camp Rd SE ),I-5 Exit 468 ,Exit,468,False,,False,I-5,,None,,
Stockton ( 95206 ) 76 Express,209-983-4781 I-5 Exit 468 ( French Camp Rd SE ),24 M =,Stockton,95206,76 Express,209-983-4781,2014,Stockton,CA,,( French Camp Rd SE ),I-5 Exit 468 ,Exit,468,False,,False,I-5,,None,,
Stockton ( 95206 ) 76 Express & Grand Ave ( 1/4 mi E ),209-983-4781 I-5 Exit 468 (,24 M,Stockton,95206,76 Express & Grand Ave ( 1/4 mi E ),209-983-4781,2015,Stockton,CA,,(,I-5 Exit 468 ,Exit,468,False,,False,I-5,,None,,
E Stockton ( 95206 ) 76 Express,2 209-983-4781 I-5 Exit 468 ( French Camp Rd SE ) .,24 M,Stockton,95206,76 Express,209-983-4781,2016,Stockton,CA,,( French Camp Rd SE ) .,I-5 Exit 468 ,Exit,468,False,,False,I-5,,None,,
"Acampo , 95220 Jahant Food & Fuel",209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),24,Acampo,95220,Jahant Food & Fuel,209-333-6000,2006,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,False,,False,CA 99,,None,,
"E Acampo , 95220 Jahant Food & Fuel .",209-333-6000 CA 99 Exit 271 ( 24323 SB Svc,43 M <U+2610>,Acampo,95220,Jahant Food & Fuel .,209-333-6000,2007,Acampo,CA,,( 24323 SB Svc,CA 99 Exit 271 ,Exit,271,False,,False,CA 99,,None,,
"Acampo , 95220 Jahant Food & Fuel",209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),) 24 MOO D,Acampo,95220,Jahant Food & Fuel,209-333-6000,2008,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,False,,False,CA 99,,None,,
E Acampo ( 95220 ) Jahant Food & Fuel,2 209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),24 MOO <U+2610>,Acampo,95220,Jahant Food & Fuel,209-333-6000,2014,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,False,,False,CA 99,,None,,
E Acampo ( 95220 ) Jahant Food & Fuel 24,2 209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),24 M / D,Acampo,95220,Jahant Food & Fuel 24,209-333-6000,2015,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,False,,False,CA 99,,None,,
E Acampo ( 95220 ) Jahant Food & Fuel ( Arco ),2 209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),24 E /,Acampo,95220,Jahant Food & Fuel ( Arco ),209-333-6000,2016,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,False,,False,CA 99,,None,,
"Lodi , 95240 Flying J Travel Plaza # 0500079",209-339-4066 I-5 Exit 485 ( CA 12 W ),000,Lodi,95240,Flying J Travel Plaza # 0500079,209-339-4066,2006,Lodi,CA,Flying J,( CA 12 W ),I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
"E Lodi , 95240 Flying J Travel Plaza # 0500079",209-339-4066 I-5 Exit 485 ( CA 12 W ) #,HRS 24 XL 22,Lodi,95240,Flying J Travel Plaza # 0500079,209-339-4066,2007,Lodi,CA,Flying J,( CA 12 W ) #,I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
"E Lodi , 95240 Flying J Travel Plaza W ) # 0500079",2 209-339-4066 I-5 Exit 485 ( CA 12 W ),HRS 24 XLO,Lodi,95240,Flying J Travel Plaza W ) # 0500079,209-339-4066,2008,Lodi,CA,Flying J,( CA 12 W ),I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
E Lodi ( 95240 ) Flying J Travel Plaza # 617,2 209-339-4066 I-5 Exit 485 ( CA 12 E ),24 XLO <U+2610>,Lodi,95240,Flying J Travel Plaza # 617,209-339-4066,2014,Lodi,CA,Flying J,( CA 12 E ),I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
E Lodi ( 95240 ) Flying J Travel Plaza # 617,2 209-339-4066 I-5 Exit 485 ( CA 12 E ) FLYING J,J 24 XLO <U+2610> 24,Lodi,95240,Flying J Travel Plaza # 617,209-339-4066,2015,Lodi,CA,Flying J,( CA 12 E ) FLYING J,I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
E Lodi ( 95240 ) Flying J Travel Plaza # 617 FLYING,209-339-4066 I-5 Exit 485 ( CA 12 E ),FLYING J 24 XL <U+25A1> 24 24,Lodi,95240,Flying J Travel Plaza # 617 FLYING,209-339-4066,2016,Lodi,CA,Flying J,( CA 12 E ),I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
"E Lodi , 95240 3 B's Truck / Auto Plaza ( 76 )",209-369-6391 I-5 Exit 485 ( CA 12 W ),XL M <U+2610>,Lodi,95240,3 B's Truck / Auto Plaza ( 76 ),209-369-6391,2006,Lodi,CA,,( CA 12 W ),I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
"E Lodi , 95240 3 B's Truck / Auto Plaza ( 76 )",209-369-6391 I-5 Exit 485 ( CA 12 W ),24 M 2400 00,Lodi,95240,3 B's Truck / Auto Plaza ( 76 ),209-369-6391,2007,Lodi,CA,,( CA 12 W ),I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
"E Lodi , 95240 3 B's Truck / Auto Plaza ( 76 )",209-369-6391 I-5 Exit 485 ( CA 12 W ) 24,24 M 240,Lodi,95240,3 B's Truck / Auto Plaza ( 76 ),209-369-6391,2008,Lodi,CA,,( CA 12 W ) 24,I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
Lodi ( 95240 ) 3 B's Truck / Auto Plaza ( Sinclair ),2 209-369-6391 I-5 Exit 485 ( CA 12 E ),24 MO 24,Lodi,95240,3 B's Truck / Auto Plaza ( Sinclair ),209-369-6391,2014,Lodi,CA,Sinclair,( CA 12 E ),I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
E Lodi ( 95240 ) 3 B's Truck / Auto Plaza ( Sinclair ),2 209-369-6391 I-5 Exit 485 ( CA 12 E ),24 M 1905 24,Lodi,95240,3 B's Truck / Auto Plaza ( Sinclair ),209-369-6391,2015,Lodi,CA,Sinclair,( CA 12 E ),I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
E Lodi ( 95240 ) 3 B's Truck / Auto Plaza ( Sinclair ),2 209-369-6391 I-5 Exit 485 ( CA 12 E ),24 MOO 24 <U+25A1> 24 <U+2610> <U+2610>,Lodi,95240,3 B's Truck / Auto Plaza ( Sinclair ),209-369-6391,2016,Lodi,CA,Sinclair,( CA 12 E ),I-5 Exit 485 ,Exit,485,False,,False,I-5,,None,,
"Tracy , 95304 Tracy Truck & Auto Stop ( Texaco )",2 209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),24 <U+2610> <U+2610>,Tracy,95304,Tracy Truck & Auto Stop ( Texaco ),209-832-5006,2006,Tracy,CA,Texaco,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,False,,False,I-205,,None,,
", 95304 Tracy Truck & Auto Stop",ETracy 2209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),"24 "" M D",,95304,Tracy Truck & Auto Stop,209-832-5006,2007,Tracy,CA,,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,False,,False,I-205,,None,,
"Tracy , 95304 Tracy Truck & Auto Stop",2 209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),HIS 24 S,Tracy,95304,Tracy Truck & Auto Stop,209-832-5006,2008,Tracy,CA,,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,False,,False,I-205,,None,,
E Tracy ( 95304 ) Tracy Truck & Auto Stop ( 76 ),2 209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),24 M <U+2610> <U+2610> <U+2610> <U+2610>,Tracy,95304,Tracy Truck & Auto Stop ( 76 ),209-832-5006,2014,Tracy,CA,,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,False,,False,I-205,,None,,
E Tracy ( 95304 ) Tracy Truck & 190 Auto W Stop,209-832-5006 I-205 Exit 8 ( 3940 N,24 MO,Tracy,95304,Tracy Truck & 190 Auto W Stop,209-832-5006,2015,Tracy,CA,,( 3940 N,I-205 Exit 8 ,Exit,8,False,,False,I-205,,None,,
E Tracy ( 95304 ) Tracy Truck & Auto Stop,209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),24 M O,Tracy,95304,Tracy Truck & Auto Stop,209-832-5006,2016,Tracy,CA,,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,False,,False,I-205,,None,,
"E Santa Nella , 95322 TravelCenters of America ( 76 )",209-826-0741 I-5 Exit 407 ( CA 33 ) TA,<U+2610> <U+25A1> <U+25A1>,Santa Nella,95322,TravelCenters of America ( 76 ),209-826-0741,2006,Gustine,CA,TravelCenters,( CA 33 ) TA,I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
"E Santa Nella , 95322 TravelCenters of America ( 76 )",209-826-0741 I-5 Exit 407 ( CA 33 ) TA,HRS XL 24,Santa Nella,95322,TravelCenters of America ( 76 ),209-826-0741,2007,Gustine,CA,TravelCenters,( CA 33 ) TA,I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
"E Santa Nella , 95322 TravelCenters of America ( 76 )",2 209-826-0741 I-5 Exit 407 ( CA 33 ) TA,24 HRS XL 24,Santa Nella,95322,TravelCenters of America ( 76 ),209-826-0741,2008,Gustine,CA,TravelCenters,( CA 33 ) TA,I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
Santa Nella ( 95322 ) TA Santa Nella # 163 ( Shell ),2 209-826-0741 I-5 Exit 407 ( CA 33 NE ),TA 24 <U+2610> XL 24 20,Santa Nella,95322,TA Santa Nella # 163 ( Shell ),209-826-0741,2014,Gustine,CA,Shell,( CA 33 NE ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
E Santa Nella ( 95322 ) TA Santa Nelia # 163 ( Shell ),209-826-0741 I-5 Exit 407 ( CA 33 NE ),TA 24 <U+2610> XL,Santa Nella,95322,TA Santa Nelia # 163 ( Shell ),209-826-0741,2015,Gustine,CA,Shell,( CA 33 NE ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
E Santa Nella ( 95322 ) TA Santa Nella # 163 ( Shell ) ZA,209-826-0741 I-5 Exit 407 ( CA 33 NE ),ZA 24 <U+25A1> XL,Santa Nella,95322,TA Santa Nella # 163 ( Shell ) ZA,209-826-0741,2016,Gustine,CA,Shell,( CA 33 NE ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
"E Santa Nella , 95322 Rotten Robbie # 59",209-826-4418 I-5 Exit 407 ( CA 33 S ),42 XL 200,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2006,Gustine,CA,,( CA 33 S ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
"E Santa Nella , 95322 Rotten Robbie # 59",209-826-4418 I-5 Exit 407 ( CA 33 S ),L 00,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2007,Gustine,CA,,( CA 33 S ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
"E Santa Nella , 95322 Rotten Robbie # 59",2 209-826-4418 I-5 Exit 407 ( CA 33 S ),HRO 24 L,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2008,Gustine,CA,,( CA 33 S ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
Santa Nella ( 95322 ) Rotten Robbie # 59,209-826-4418 I-5 Exit 407 ( CA 33 SW ),24 M <U+25A1>,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2014,Gustine,CA,,( CA 33 SW ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
E Santa Nella ( 95322 ) Rotten Robbie # 59,209-826-4418 I-5 Exit 407 ( CA 33 SW ),24 <U+2610> M [,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2015,Gustine,CA,,( CA 33 SW ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
Santa Nella ( 95322 ) Rotten Robbie # 59,209-826-4418 I-5 Exit 407 ( CA 33 SW ) .,24 HRS MOO DD,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2016,Gustine,CA,,( CA 33 SW ) .,I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
"E Santa Nella , 95322 Pilot Travel Center # 139",209-827-1399 I-5 Exit 407 ( CA 33 N ),429,Santa Nella,95322,Pilot Travel Center # 139,209-827-1399,2006,Gustine,CA,Pilot,( CA 33 N ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
"E Santa Nella , 95322 Pilot Travel Center # 139",209-827-1399 I-5 Exit 407 ( CA 33 N ),HRS M,Santa Nella,95322,Pilot Travel Center # 139,209-827-1399,2007,Gustine,CA,Pilot,( CA 33 N ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
"E Santa Nella , 95322 Pilot Travel Center # 139",2 209-827-1399 I-5 Exit 407 ( CA 33 N ),24 M,Santa Nella,95322,Pilot Travel Center # 139,209-827-1399,2008,Gustine,CA,Pilot,( CA 33 N ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
Santa Nella ( 95322 ) Love's Travel Stop # 441,209-827-1399 I-5 Exit 407 ( CA 33 NE ),24 <U+2610><U+2610> M,Santa Nella,95322,Love's Travel Stop # 441,209-827-1399,2014,Gustine,CA,Love's,( CA 33 NE ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
E Santa Nella ( 95322 ) Love's Travel Stop # 441,2 209-827-1399 I-5 Exit 407 ( CA 33 NE ),24 <U+2610> M,Santa Nella,95322,Love's Travel Stop # 441,209-827-1399,2015,Gustine,CA,Love's,( CA 33 NE ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
E Santa Nella ( 95322 ) Love's Travel Stop # 441,2 209-827-1399 I-5 Exit 407 ( CA 33 NE ),24 <U+25A1> M D24,Santa Nella,95322,Love's Travel Stop # 441,209-827-1399,2016,Gustine,CA,Love's,( CA 33 NE ),I-5 Exit 407 ,Exit,407,False,,False,I-5,,None,,
"Lathrop , 95330 Joe's Travel Plaza",209-982-0341 I-5 Exit 463 ( Lathrop Rd ),M,Lathrop,95330,Joe's Travel Plaza,209-982-0341,2006,Lathrop,CA,,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,False,,False,I-5,,None,,
"Lathrop , 95330 Joe's Travel Plaza",209-982-0341 I-5 Exit 463 ( Lathrop Rd ),24 BO,Lathrop,95330,Joe's Travel Plaza,209-982-0341,2007,Lathrop,CA,,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,False,,False,I-5,,None,,
"Lathrop , 95330 Joe's Travel Plaza CA 14 & Ave K ) 24",2 209-982-0341 I-5 Exit 463 ( Lathrop Rd ) HRS,24 HRS <U+2610> <U+2610> <U+2610>,Lathrop,95330,Joe's Travel Plaza CA 14 & Ave K ) 24,209-982-0341,2008,Lathrop,CA,,( Lathrop Rd ) HRS,I-5 Exit 463 ,Exit,463,False,,False,I-5,,None,,
E Lathrop ( 95330 ) Joe's Travel Plaza ( Texaco ),2 209-982-0341 I-5 Exit 463 ( Lathrop Rd ),24 <U+2610>,Lathrop,95330,Joe's Travel Plaza ( Texaco ),209-982-0341,2014,Lathrop,CA,Texaco,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,False,,False,I-5,,None,,
E Lathrop ( 95330 ) Joe's Travel Plaza ( Texaco ),2 209-982-0341 I-5 Exit 463 ( Lathrop Rd ),24 24 <U+2610>,Lathrop,95330,Joe's Travel Plaza ( Texaco ),209-982-0341,2015,Lathrop,CA,Texaco,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,False,,False,I-5,,None,,
Lathrop ( 95330 ) Joe's Travel Plaza,209-982-0341 I-5 Exit 463 ( Lathrop Rd ),24 RS <U+2610>,Lathrop,95330,Joe's Travel Plaza,209-982-0341,2016,Lathrop,CA,,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,False,,False,I-5,,None,,
"E Modesto , 95355 Country Girl Truck Stop",2 209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),<U+25A1> O,Modesto,95355,Country Girl Truck Stop,209-574-0299,2006,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,False,,False,CA 99,,None,,
"E Modesto , 95355 Country Girl Truck Stop",209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),24 HRS MOO,Modesto,95355,Country Girl Truck Stop,209-574-0299,2007,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,False,,False,CA 99,,None,,
"Modesto , 95355 Country Girl Truck Stop",2 209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),HAS 24 M +10 <U+25A1>,Modesto,95355,Country Girl Truck Stop,209-574-0299,2008,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,False,,False,CA 99,,None,,
E Modesto ( 95355 ) Modesto Truck Plaza,209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),<U+2610>,Modesto,95355,Modesto Truck Plaza,209-574-0299,2014,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,False,,False,CA 99,,None,,
E Modesto ( 95355 ) Modesto Truck Plaza <U+2610>,2 209-574-0299 CA 99 Exit (,<U+2610> S,Modesto,95355,Modesto Truck Plaza <U+2610>,209-574-0299,2015,Modesto,CA,,(,CA 99 Exit ,Exit,,False,,False,CA 99,,None,,
Modesto ( 95355 ) Modesto Truck Plaza,2 209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),S S <U+2610>,Modesto,95355,Modesto Truck Plaza,209-574-0299,2016,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,False,,False,CA 99,,None,,
"Ripon , 95366 Love's Travel Stop # 223",209-599-0740 CA 99 Exit 237 ( Jack Tone Rd ),,Ripon,95366,Love's Travel Stop # 223,209-599-0740,2006,Ripon,CA,Love's,( Jack Tone Rd ),CA 99 Exit 237 ,Exit,237,False,,False,CA 99,,None,,
"Ripon , 95366 Love's Travel Stop # 223",209-599-0740 CA 99 Exit 237 ( Jack Tone Rd ),24 HRS L,Ripon,95366,Love's Travel Stop # 223,209-599-0740,2007,Ripon,CA,Love's,( Jack Tone Rd ),CA 99 Exit 237 ,Exit,237,False,,False,CA 99,,None,,
"Ripon , 95366 Love's Travel Stop # 223 / Erlandson )",2 209-599-0740 CA 99 Exit 237 ( Jack Tone ),24 <U+2610><U+2610><U+2610> <U+2610> <U+2610><U+2610>,Ripon,95366,Love's Travel Stop # 223 / Erlandson ),209-599-0740,2008,Ripon,CA,Love's,( Jack Tone ),CA 99 Exit 237 ,Exit,237,False,,False,CA 99,,None,,
E Ripon ( 95366 ) Love's Travel Stop # 223,209-599-0740 CA 99 Exit 237 B ( Jack Tone Rd ),>> 24 LO <U+2610>,Ripon,95366,Love's Travel Stop # 223,209-599-0740,2014,Ripon,CA,Love's,( Jack Tone Rd ),CA 99 Exit 237 B ,Exit,237,False,,False,CA 99,,None,,
E Ripon ( 95366 ) Love's Travel Stop # 223,2 209-599-0740 CA 99 Exit 237 B ( Jack Tone Rd ),24 3P <U+25A1>,Ripon,95366,Love's Travel Stop # 223,209-599-0740,2015,Ripon,CA,Love's,( Jack Tone Rd ),CA 99 Exit 237 B ,Exit,237,False,,False,CA 99,,None,,
E Ripon ( 95366 ) Love's Travel Stop # 223,2 209-599-0740 CA 99 Exit 237 B ( Jack Tone Rd ) .,24 LO <U+2610> 24,Ripon,95366,Love's Travel Stop # 223,209-599-0740,2016,Ripon,CA,Love's,( Jack Tone Rd ) .,CA 99 Exit 237 B ,Exit,237,False,,False,CA 99,,None,,
"Ripon , 95366 Flying J Travel Plaza # 0500075",209-599-4141 CA 99 Exit 237 B ( Jack Tone Rd ),,Ripon,95366,Flying J Travel Plaza # 0500075,209-599-4141,2006,Ripon,CA,Flying J,( Jack Tone Rd ),CA 99 Exit 237 B ,Exit,237,False,,False,CA 99,,None,,
"Ripon , 95366 Flying J Travel Plaza # 0500075 Rd )",209-599-4141 CA 99 Exit 237 B ( Jack Tone ),HRS 24 XL,Ripon,95366,Flying J Travel Plaza # 0500075 Rd ),209-599-4141,2007,Ripon,CA,Flying J,( Jack Tone ),CA 99 Exit 237 B ,Exit,237,False,,False,CA 99,,None,,
"Ripon , 95366 Flying J Travel Plaza ( # 0500075 Tone Rd )",2 209-599-4141 CA 99 Exit 237 B ( Jack Rd,24 XL 24,Ripon,95366,Flying J Travel Plaza ( # 0500075 Tone Rd ),209-599-4141,2008,Ripon,CA,Flying J,( Jack Rd,CA 99 Exit 237 B ,Exit,237,False,,False,CA 99,,None,,
Ripon ( 95366 ) Flying J Travel Plaza # 618 ( Conoco ),2 209-599-4141 CA 99 Exit 237 B ( Jack Tone Rd ),24 XL 24,Ripon,95366,Flying J Travel Plaza # 618 ( Conoco ),209-599-4141,2014,Ripon,CA,Flying J,( Jack Tone Rd ),CA 99 Exit 237 B ,Exit,237,False,,False,CA 99,,None,,
E Ripon ( 95366 ) Flying J Travel Plaza # 618 ( Conoco ),2 209-599-4141 CA 99 Exit 237 B ( Jack Tone Rd ) FLYING J,J 24 XLO 24,Ripon,95366,Flying J Travel Plaza # 618 ( Conoco ),209-599-4141,2015,Ripon,CA,Flying J,( Jack Tone Rd ) FLYING J,CA 99 Exit 237 B ,Exit,237,False,,False,CA 99,,None,,
Ripon ( 95366 ) Flying J Travel Plaza # 618 FLYING,2 209-599-4141 CA 99 Exit 237 B ( Jack Tone Rd ),FLYING J 24 XL 24 24,Ripon,95366,Flying J Travel Plaza # 618 FLYING,209-599-4141,2016,Ripon,CA,Flying J,( Jack Tone Rd ),CA 99 Exit 237 B ,Exit,237,False,,False,CA 99,,None,,
"E Tracy , 95376 Country Mart Diesel & Gas ( 76 )",2 209-832-8642 I-580 Ex 76 B ( 132 N to 34243 S Crisman ),),Tracy,95376,Country Mart Diesel & Gas ( 76 ),209-832-8642,2006,Tracy,CA,,( 132 N to 34243 S Crisman ),I-580 Ex 76 B ,Exit,76,False,,False,I-580,,None,,
"Tracy , 95376 Country Mart Diesel & Gas ( 76 )",2 209-832-8642 I-580 X 76 B ( 132 N to 34243 S Chrisman,24 S S,Tracy,95376,Country Mart Diesel & Gas ( 76 ),209-832-8642,2007,Tracy,CA,,( 132 N to 34243 S Chrisman,I-580 X 76 B ,Exit,76,False,,False,I-580,,None,,
"Tracy , 95376 Country Mart Diesel & Gas ( 76 )",2 209-832-8642 I-580 X 76 B ( 132 N to 34243 S,24 S <U+2610> DO,Tracy,95376,Country Mart Diesel & Gas ( 76 ),209-832-8642,2008,Tracy,CA,,( 132 N to 34243 S,I-580 X 76 B ,Exit,76,False,,False,I-580,,None,,
