clean_line1,clean_line2,line3,city,zip_code,label,phone,address,year,major_city,state,chain
Plateau ( 79855 ) Plateau Truck & Auto Center ( Exxon ),432-283-7837 I-10 Exit 159,275 24 XLO,Plateau,79855,Plateau Truck & Auto Center ( Exxon ),432-283-7837,I-10 Exit 159,2014,Van Horn,TX,Exxon
Plateau ( 79855 ) Plateau Truck & Auto Center ( Exxon ),432-283-7837 I-10 Exit 159,24 XL,Plateau,79855,Plateau Truck & Auto Center ( Exxon ),432-283-7837,I-10 Exit 159,2015,Van Horn,TX,Exxon
G Plateau ( 79855 ) Plateau Truck & Auto Center ( Exxon ),432-283-7837 I-10 Exit 159,24 XL <U+2610> <U+2610> <U+25A1>,Plateau,79855,Plateau Truck & Auto Center ( Exxon ),432-283-7837,I-10 Exit 159,2016,Van Horn,TX,Exxon
"Van Horn , 79855 Pilot Travel Center # 209",432-283-8067 I-10 Exit 140 A,24 M <U+2610>,Van Horn,79855,Pilot Travel Center # 209,432-283-8067,I-10 Exit 140 A,2006,Van Horn,TX,Pilot
"F Van Horn , 79855 Pilot Travel Center # 209",432-283-8067 I-10 Exit 140 A,24 D,Van Horn,79855,Pilot Travel Center # 209,432-283-8067,I-10 Exit 140 A,2007,Van Horn,TX,Pilot
"1432-283-2343 EVan Horn , 79855 I-10 Pilot Exit Travel 138 Center ( Golf Course # 209 Dr )",432-283-8067 I-10 Exit 140 A,24 HR3 3.4 1 M <U+25A1> <U+25A1> <U+25A1> <U+25A1>,Van Horn,79855,I-10 Pilot Exit Travel 138 Center ( Golf Course # 209 Dr ),432-283-8067,I-10 Exit 140 A,2008,Van Horn,TX,Pilot
F Van Horn ( 79855 ) Pilot Travel Center # 209,432-283-8067 I-10 Exit 140 A,PHOT 24 <U+2610> L,Van Horn,79855,Pilot Travel Center # 209,432-283-8067,I-10 Exit 140 A,2014,Van Horn,TX,Pilot
Van Horn ( 79855 ) Pilot Travel Center # 209,432-283-8067 I-10 Exit 140 A,Pilat LOO <U+2610>O <U+2610>,Van Horn,79855,Pilot Travel Center # 209,432-283-8067,I-10 Exit 140 A,2015,Van Horn,TX,Pilot
Van Horn ( 79855 ) Pilot Travel Center # 209,432-283-8067 I-10 Exit 140 A Plot,24 <U+25A1> LO,Van Horn,79855,Pilot Travel Center # 209,432-283-8067,I-10 Exit 140 A Plot,2016,Van Horn,TX,Pilot
"EI Paso , 79927 Love's Travel Stop # 214",915-852-4021 I-10 Exit 37 ( Horizon Blvd ),HRS 24 M,Paso,79927,Love's Travel Stop # 214,915-852-4021,I-10 Exit 37 ( Horizon Blvd ),2006,El Paso,TX,Love's
"El Paso , 79927 Love's Travel Stop # 214",915-852-4021 I-10 Exit 37 ( Horizon Blvd ),- MO S O,El Paso,79927,Love's Travel Stop # 214,915-852-4021,I-10 Exit 37 ( Horizon Blvd ),2007,El Paso,TX,Love's
"EI Paso , 79927 Love's Travel Stop # 214",915-852-4021 I-10 Exit 37 ( Horizon Blvd ),24 M,Paso,79927,Love's Travel Stop # 214,915-852-4021,I-10 Exit 37 ( Horizon Blvd ),2008,El Paso,TX,Love's
El Paso ( 79927 ) Love's Travel Stop # 214,915-852-4021 I-10 Exit 37 ( Horizon Blvd N ),24 <U+2610> LOO,El Paso,79927,Love's Travel Stop # 214,915-852-4021,I-10 Exit 37 ( Horizon Blvd N ),2014,El Paso,TX,Love's
EI Paso ( 79927 ) Love's Travel Stop # 214 N ),915-852-4021 I-10 Exit 37 ( Horizon,24 <U+2610> L,Paso,79927,Love's Travel Stop # 214 N ),915-852-4021,I-10 Exit 37 ( Horizon,2015,El Paso,TX,Love's
EI Paso ( 79927 ) Love's Travel Stop # 214,915-852-4021 I-10 Exit 37 ( Horizon Blvd N ),<U+25A1> 024,Paso,79927,Love's Travel Stop # 214,915-852-4021,I-10 Exit 37 ( Horizon Blvd N ),2016,El Paso,TX,Love's
"El Paso , 79927 Flying J Travel Plaza # 0500563",915-852-4141 I-10 Exit 37 ( Horizon Blvd ),24 HRS XL,El Paso,79927,Flying J Travel Plaza # 0500563,915-852-4141,I-10 Exit 37 ( Horizon Blvd ),2006,El Paso,TX,Flying J
"EI Paso , 79927 Flying J Travel Plaza # 0500103",915-852-4141 I-10 Exit 37 ( Horizon Blvd ),HRS 24 XL XL 40 O,Paso,79927,Flying J Travel Plaza # 0500103,915-852-4141,I-10 Exit 37 ( Horizon Blvd ),2007,El Paso,TX,Flying J
"EI Paso , 79927 Flying J Travel Plaza # 0500103",915-852-4141 I-10 Exit 37 ( Horizon Blvd ),24 XL,Paso,79927,Flying J Travel Plaza # 0500103,915-852-4141,I-10 Exit 37 ( Horizon Blvd ),2008,El Paso,TX,Flying J
El Paso ( 79927 ) Flying J Travel Plaza # 728,915-852-4141 I-10 Exit 37 ( Horizon Blvd N ),24 1 24 322,El Paso,79927,Flying J Travel Plaza # 728,915-852-4141,I-10 Exit 37 ( Horizon Blvd N ),2014,El Paso,TX,Flying J
EI Paso ( 79927 ) Flying J Travel Plaza Blvd # 728 S ),915-852-4141 I-10 Exit 37 ( Horizon Blvd N,FLYING J 24 24,Paso,79927,Flying J Travel Plaza Blvd # 728 S ),915-852-4141,I-10 Exit 37 ( Horizon Blvd N,2015,El Paso,TX,Flying J
El Paso ( 79927 ) Flying J Travel Plaza # 728,915-852-4141 I-10 Exit 37 ( Horizon Blvd N ),FLYING J L 24,El Paso,79927,Flying J Travel Plaza # 728,915-852-4141,I-10 Exit 37 ( Horizon Blvd N ),2016,El Paso,TX,Flying J
"Aurora , 80011 Flying J Travel Plaza # 0500061",303-366-7600 I-70 Exit 285 ( Airport Blvd ) #,# XL HRS <U+2610> <U+2610>,Aurora,80011,Flying J Travel Plaza # 0500061,303-366-7600,I-70 Exit 285 ( Airport Blvd ) #,2006,Aurora,CO,Flying J
"Aurora , 80011 Flying J Travel Plaza # 0500061",303-366-7600 I-70 Exit 285 ( Airport Blvd ),24 24,Aurora,80011,Flying J Travel Plaza # 0500061,303-366-7600,I-70 Exit 285 ( Airport Blvd ),2007,Aurora,CO,Flying J
"Aurora , 80011 Flying J Travel Plaza # 0500061",303-366-7600 I-70 Exit 285 ( Airport Blvd ),HRS 24 XL M,Aurora,80011,Flying J Travel Plaza # 0500061,303-366-7600,I-70 Exit 285 ( Airport Blvd ),2008,Aurora,CO,Flying J
Aurora ( 80011 ) Flying J Travel Plaza # 619,5 303-366-7600 I-70 Exit 285 ( Airport Blvd ),24 24,Aurora,80011,Flying J Travel Plaza # 619,303-366-7600,I-70 Exit 285 ( Airport Blvd ),2014,Aurora,CO,Flying J
Aurora ( 80011 ) Flying Exit J Travel 115,5 303-366-7600 I-70 Exit Plaza # 619,J 24 LO 24 <U+2610> <U+25A1>,Aurora,80011,Flying Exit J Travel 115,303-366-7600,I-70 Exit Plaza # 619,2015,Aurora,CO,
Aurora ( 80011 ) Flying J Travel Plaza # 619,303-366-7600 I-70 Exit 285 ( Airport Blvd ) FLYING24,L 24,Aurora,80011,Flying J Travel Plaza # 619,303-366-7600,I-70 Exit 285 ( Airport Blvd ) FLYING24,2016,Aurora,CO,Flying J
"Commerce City , 80022 TravelCenters of America / Denver East /",5 303-286-0123 I-70 Exit 278 / I-270 Exit 4 EB ( Quebec ) A,A 24 HRS 1484 XL 465 <U+2610>,Commerce City,80022,TravelCenters of America / Denver East /,303-286-0123,I-70 Exit 278 / I-270 Exit 4 EB ( Quebec ) A,2006,Commerce City,CO,TravelCenters
"Commerce City , 80022 TravelCenters of America / Denver EA",303-286-0123 I-70 Exit 278 / I-270 Exit 4 EB ( Quebec St,HRS 24 XL HRS,Commerce City,80022,TravelCenters of America / Denver EA,303-286-0123,I-70 Exit 278 / I-270 Exit 4 EB ( Quebec St,2007,Commerce City,CO,TravelCenters
"Commerce City , 80022 TA Denver East",303-286-0123 I-70 Exit 278 / I-270 Exit 4 EB ( Quebec St ) .,HRS 24 XL <U+2610> 24,Commerce City,80022,TA Denver East,303-286-0123,I-70 Exit 278 / I-270 Exit 4 EB ( Quebec St ) .,2008,Commerce City,CO,
Commerce City ( 80022 ) TA Commerce City # 148 ( Shell ) ( EB,303-286-0123 I-70 X 278 / I-270 X 4 EB ( Quebec N ),24 XL 24,Commerce City,80022,TA Commerce City # 148 ( Shell ) ( EB,303-286-0123,I-70 X 278 / I-270 X 4 EB ( Quebec N ),2014,Commerce City,CO,Shell
"Commerce City ( 80022 ) TA Commerce City , Sandcrk # 148 , ( 49th Shell ) / 1-270X4 ( EB )",303-286-0123 I-70 X 278 / ),24 <U+25A1> XL 24,Commerce City,80022,"TA Commerce City , Sandcrk # 148 , ( 49th Shell ) / 1-270X4 ( EB )",303-286-0123,I-70 X 278 / ),2015,Commerce City,CO,Shell
"Commerce City ( 80022 ) TA Commerce X 278 ( 35N City , Sandcrk # 148 , 49th ) / 1-270X4 ( EB )",303-286-0123 I-70 X 278 / ( Shell ),EB ) 4 <U+25A1> XL 24,Commerce City,80022,"TA Commerce X 278 ( 35N City , Sandcrk # 148 , 49th ) / 1-270X4 ( EB )",303-286-0123,I-70 X 278 / ( Shell ),2016,Commerce City,CO,
"Commerce City , 80022 Sapp Bros. - Denver ( Sinclair )",5 303-289-3900 I-70 Exit 278 ( E 49th ),24 HRS XL 45 <U+2610>,Commerce City,80022,Sapp Bros. - Denver ( Sinclair ),303-289-3900,I-70 Exit 278 ( E 49th ),2006,Commerce City,CO,Sinclair
"Commerce City , 80022 Sapp Bros. - Denver ( Sinclair )",303-289-3900 I-70 Exit 278 ( E 49th ),24 HRS 45 XL 24,Commerce City,80022,Sapp Bros. - Denver ( Sinclair ),303-289-3900,I-70 Exit 278 ( E 49th ),2007,Commerce City,CO,Sinclair
"Commerce City , 80022 Sapp Bros. - Denver ( Sinclair 56th ) )",303-289-3900 I-70 Exit 278 ( E 49th ),HRS 24 XL 24,Commerce City,80022,Sapp Bros. - Denver ( Sinclair 56th ) ),303-289-3900,I-70 Exit 278 ( E 49th ),2008,Commerce City,CO,Sinclair
Commerce City ( 80022 ) Sapp Bros. - Commerce City ( Sinclair ),"303-289-3900 I-70 X 278 ( 35N , Sandcrk , 49th ) / 1-270X4 ( EB",( EB ) 24 XL,Commerce City,80022,Sapp Bros. - Commerce City ( Sinclair ),303-289-3900,"I-70 X 278 ( 35N , Sandcrk , 49th ) / 1-270X4 ( EB",2014,Commerce City,CO,Sinclair
Commerce City ( 80022 ) Sapp Bros. - Commerce ( Steele St N ),303-289-3900 I-70 X 278 ( City ( Sinclair ),EB ) 24 XL,Commerce City,80022,Sapp Bros. - Commerce ( Steele St N ),303-289-3900,I-70 X 278 ( City ( Sinclair ),2015,Commerce City,CO,
Commerce City ( 80022 ) Sapp Bros. - Commerce A ( Steele St N ) Pilot,303-289-3900 I-70 X City ( Sinclair ),) 24 D XL,Commerce City,80022,Sapp Bros. - Commerce A ( Steele St N ) Pilot,303-289-3900,I-70 X City ( Sinclair ),2016,Commerce City,CO,Pilot
"Wheat Ridge , 80033 TravelCenters of America / Denver W",303-423-8250 I-70 Exit 266 ( Ward Rd S ) TA,XL,Wheat Ridge,80033,TravelCenters of America / Denver W,303-423-8250,I-70 Exit 266 ( Ward Rd S ) TA,2006,Wheat Ridge,CO,TravelCenters
"Wheat Ridge , 80033 TravelCenters of America / Denver",303-423-8250 I-70 Exit 266 ( Ward Rd S ) W,HRS 24,Wheat Ridge,80033,TravelCenters of America / Denver,303-423-8250,I-70 Exit 266 ( Ward Rd S ) W,2007,Wheat Ridge,CO,TravelCenters
"Wheat Ridge , 80033 TA Denver West",5 303-423-8250 I-70 Exit 266 ( Ward Rd S ) TA,24 XL HRAS,Wheat Ridge,80033,TA Denver West,303-423-8250,I-70 Exit 266 ( Ward Rd S ) TA,2008,Wheat Ridge,CO,
Wheat Ridge ( 80033 ) TA Wheat Ridge # 174 ( Shell ),5 303-423-8250 I-70 Exit 266 ( Ward Rd S ),ZA 22 <U+25A1> XL 24 22 O,Wheat Ridge,80033,TA Wheat Ridge # 174 ( Shell ),303-423-8250,I-70 Exit 266 ( Ward Rd S ),2014,Wheat Ridge,CO,Shell
Wheat Ridge ( 80033 ) TA Wheat Ridge # 174 ( Shell ),303-423-8250 I-70 Exit 266 (,TA 24 D XL 24,Wheat Ridge,80033,TA Wheat Ridge # 174 ( Shell ),303-423-8250,I-70 Exit 266 (,2015,Wheat Ridge,CO,Shell
Wheat Ridge ( 80033 ) TA Wheat Ridge # 174 (,303-423-8250 I-70 Exit 266 ( Ward Shell ),24 XL,Wheat Ridge,80033,TA Wheat Ridge # 174 (,303-423-8250,I-70 Exit 266 ( Ward Shell ),2016,Wheat Ridge,CO,
"Monument , 80132 Diamond Shamrock # 4136",719-481-3628 I-25 Exit 158 ( 1310 W Baptist Rd ),HRS 24 HRS - S n,Monument,80132,Diamond Shamrock # 4136,719-481-3628,I-25 Exit 158 ( 1310 W Baptist Rd ),2006,Monument,CO,Shamrock
"Monument , 80132 Diamond Shamrock # 4136",719-481-3628 I-25 Exit 158 ( 1310 W Baptist Rd ),24 MO,Monument,80132,Diamond Shamrock # 4136,719-481-3628,I-25 Exit 158 ( 1310 W Baptist Rd ),2007,Monument,CO,Shamrock
"Monument , 80132 Diamond Shamrock # 4136",719-481-3628 I-25 Exit 158 ( 1310 W Baptist Rd ),NRO 24 M,Monument,80132,Diamond Shamrock # 4136,719-481-3628,I-25 Exit 158 ( 1310 W Baptist Rd ),2008,Monument,CO,Shamrock
D Monument ( 80132 ) Diamond Shamrock # 4136,719-481-3628 I-25 Exit 158 ( 1310 W Baptist Rd ),24 MO,Monument,80132,Diamond Shamrock # 4136,719-481-3628,I-25 Exit 158 ( 1310 W Baptist Rd ),2014,Monument,CO,Shamrock
D Monument ( 80132 ) Corner US Store 50 E,719-481-3628 I-25 Exit # 4136 ( Shamrock ),24 M,Monument,80132,Corner US Store 50 E,719-481-3628,I-25 Exit # 4136 ( Shamrock ),2015,Monument,CO,
D Monument ( 80132 ) Diamond US Shamrock 50 E # 4136,719-481-3628 I-25 Exit 158 (,24 M,Monument,80132,Diamond US Shamrock 50 E # 4136,719-481-3628,I-25 Exit 158 (,2016,Monument,CO,Shamrock
"Monument , 80132 Conoco Truck Stop # 06507",719-488-2700 I-25 Exit 161 ( CO 105 ),HRS S,Monument,80132,Conoco Truck Stop # 06507,719-488-2700,I-25 Exit 161 ( CO 105 ),2006,Monument,CO,Conoco
"Monument , 80132 Conoco Truck Stop # 06507",719-488-2700 I-25 Exit 161 ( CO 105 ),HRS 24,Monument,80132,Conoco Truck Stop # 06507,719-488-2700,I-25 Exit 161 ( CO 105 ),2007,Monument,CO,Conoco
"Monument , 80132 Conoco Truck Stop # 06507",719-488-2700 I-25 Exit 161 ( CO 105 ),HRS 24 S <U+25A1> <U+25A1>,Monument,80132,Conoco Truck Stop # 06507,719-488-2700,I-25 Exit 161 ( CO 105 ),2008,Monument,CO,Conoco
D Monument ( 80132 ) Conoco Truck Stop,719-488-2700 I-25 Exit 161 ( CO 105 ),24 S D,Monument,80132,Conoco Truck Stop,719-488-2700,I-25 Exit 161 ( CO 105 ),2014,Monument,CO,Conoco
D'Monument ( 80132 ) Conoco Exit Truck 158 ( Stop 1310 W Baptist Rd ),719-488-2700 I-25 Exit,NO 24 S <U+25A1>,Monument,80132,Conoco Exit Truck 158 ( Stop 1310 W Baptist Rd ),719-488-2700,I-25 Exit,2015,Monument,CO,Conoco
Monument ( 80132 ) Conoco Truck ( Stop 1310 W Baptist Rd ),719-488-2700 I-25 Exit 161 ( CO,24 S D,Monument,80132,Conoco Truck ( Stop 1310 W Baptist Rd ),719-488-2700,I-25 Exit 161 ( CO,2016,Monument,CO,Conoco
"Denver , 80216 Pilot Travel Center # 316",5 303-292-6303 I-70 Exit 276 A ( US 6-85 - Steele St ),24 HRS <U+2610>,Denver,80216,Pilot Travel Center # 316,303-292-6303,I-70 Exit 276 A ( US 6-85 - Steele St ),2006,Denver,CO,Pilot
"Denver , 80216 Pilot Travel Center # 316",303-292-6303 I-70 Exit 276 A ( US 6-85- Steele St ),) HRS 24 L,Denver,80216,Pilot Travel Center # 316,303-292-6303,I-70 Exit 276 A ( US 6-85- Steele St ),2007,Denver,CO,Pilot
"Denver , 80216 Pilot Travel Center # 316",303-292-6303 I-70 Exit 276 A ( US 6-85 - Steele St ),24 FRS L,Denver,80216,Pilot Travel Center # 316,303-292-6303,I-70 Exit 276 A ( US 6-85 - Steele St ),2008,Denver,CO,Pilot
Commerce City ( 80216 ) Pilot Travel Center # 316,5 303-292-6303 I-70 Exit 276 A ( Steele St N ) pitas,pitas 24 LO,Commerce City,80216,Pilot Travel Center # 316,303-292-6303,I-70 Exit 276 A ( Steele St N ) pitas,2014,Denver,CO,Pilot
Commerce City ( 80216 ) Pilot Travel 74 Center # 316,5 303-292-6303 I-70 Exit 276 A ( PHOE,24,Commerce City,80216,Pilot Travel 74 Center # 316,303-292-6303,I-70 Exit 276 A ( PHOE,2015,Denver,CO,Pilot
Commerce City ( 80216 ) Pilot Exit Travel 74 Center # 316,303-292-6303 I-70 Exit 276 ( Pilot,24 <U+2610> 24,Commerce City,80216,Pilot Exit Travel 74 Center # 316,303-292-6303,I-70 Exit 276 ( Pilot,2016,Denver,CO,Pilot
"Denver , 80216 Diamond Shamrock # 4095",303-298-7352 I-25 Exit 215 ( 58th Ave W ),HRS 24 49 <U+2610> <U+25A1>,Denver,80216,Diamond Shamrock # 4095,303-298-7352,I-25 Exit 215 ( 58th Ave W ),2006,Denver,CO,Shamrock
"Denver , 80216 Valero # 4095 ( Shamrock )",5 303-298-7352 I-25 Exit 215 ( 58th Ave W ),HRS 24 <U+2610>,Denver,80216,Valero # 4095 ( Shamrock ),303-298-7352,I-25 Exit 215 ( 58th Ave W ),2007,Denver,CO,Valero
"Denver , 80216 Valero # 4095 ( Shamrock )",5 303-298-7352 I-25 Exit 215 ( 58th Ave W ),24 <U+2610> <U+2610> <U+2610> <U+2610> <U+2610>,Denver,80216,Valero # 4095 ( Shamrock ),303-298-7352,I-25 Exit 215 ( 58th Ave W ),2008,Denver,CO,Valero
Denver ( 80216 ) Corner Store # 4095 ( Shamrock ),5 303-298-7352 I-25 Exit 215 ( 58th Ave W ),24 <U+2610>,Denver,80216,Corner Store # 4095 ( Shamrock ),303-298-7352,I-25 Exit 215 ( 58th Ave W ),2014,Denver,CO,Shamrock
Denver ( 80216 ) Corner Store # 4095 ( Valero ),303-298-7352 I-25 Exit 215 (,HRS <U+2610> O,Denver,80216,Corner Store # 4095 ( Valero ),303-298-7352,I-25 Exit 215 (,2015,Denver,CO,Valero
Denver ( 80216 ) Corner Store # 4095 & W ( Valero 62nd,303-298-7352 I-25 Exit 215 ( ),<U+2610> 0,Denver,80216,Corner Store # 4095 & W ( Valero 62nd,303-298-7352,I-25 Exit 215 ( ),2016,Denver,CO,Valero
"Downieville , 80436 Downieville Fuel Stop ( Conoco )",4 303-567-4730 I-70 Exit 234,24 S,Downieville,80436,Downieville Fuel Stop ( Conoco ),303-567-4730,I-70 Exit 234,2006,Dumont,CO,Conoco
"Downieville , 80436 Downieville Fuel Stop ( Conoco )",303-567-4730 I-70 Exit 234,24 S,Downieville,80436,Downieville Fuel Stop ( Conoco ),303-567-4730,I-70 Exit 234,2007,Dumont,CO,Conoco
"Downieville , 80436 Downieville Fuel Stop ( Conoco )",303-567-4730 I-70 Exit 234,HRS 24 <U+2610> <U+2610>,Downieville,80436,Downieville Fuel Stop ( Conoco ),303-567-4730,I-70 Exit 234,2008,Dumont,CO,Conoco
Downieville ( 80436 ) Downieville Fuel Stop ( Conoco ),4 303-567-4730 I-70 Exit 234,"<U+2610> """,Downieville,80436,Downieville Fuel Stop ( Conoco ),303-567-4730,I-70 Exit 234,2014,Dumont,CO,Conoco
Downieville ( 80436 ) Downieville Fuel Stop ( Conoco ),303-567-4730 I-70 Exit 234,24 <U+2610> <U+2610>,Downieville,80436,Downieville Fuel Stop ( Conoco ),303-567-4730,I-70 Exit 234,2015,Dumont,CO,Conoco
Downieville ( 80436 ) Downieville Fuel Stop ( Conoco,303-567-4730 I-70 Exit 234 ),24 <U+2610> <U+25A1> <U+2610>,Downieville,80436,Downieville Fuel Stop ( Conoco,303-567-4730,I-70 Exit 234 ),2016,Dumont,CO,Conoco
"Longmont , 80501 Alpine Station # 1 ( Conoco )",303-776-9396 I-25 Exit 240 ( CO 119 ),- <U+2610>,Longmont,80501,Alpine Station # 1 ( Conoco ),303-776-9396,I-25 Exit 240 ( CO 119 ),2006,Longmont,CO,Conoco
"Longmont , 80501 Longmont Truck Stop ( Conoco )",303-776-9396 I-25 Exit 240 ( CO 119 ),MOO <U+25A1> <U+25A1>,Longmont,80501,Longmont Truck Stop ( Conoco ),303-776-9396,I-25 Exit 240 ( CO 119 ),2007,Longmont,CO,Conoco
"B Longmont , 80501 Longmont Truck Stop ( Conoco )",5 303-776-9396 I-25 Exit 240 ( CO 119 ),24 M <U+2610> <U+2610> <U+2610>,Longmont,80501,Longmont Truck Stop ( Conoco ),303-776-9396,I-25 Exit 240 ( CO 119 ),2008,Longmont,CO,Conoco
Longmont ( 80501 ) Longmont Truck Stop ( Conoco ),5 303-776-9396 I-25 Exit 240 ( CO 119 W ),24 L,Longmont,80501,Longmont Truck Stop ( Conoco ),303-776-9396,I-25 Exit 240 ( CO 119 W ),2014,Longmont,CO,Conoco
B Longmont ( 80501 ) Longmont Truck Stop ( Conoco ),303-776-9396 I-25 Exit 240 ( CO 119 W ),24 M,Longmont,80501,Longmont Truck Stop ( Conoco ),303-776-9396,I-25 Exit 240 ( CO 119 W ),2015,Longmont,CO,Conoco
B Longmont ( 80501 ) Longmont Truck Stop ( Conoco ),303-776-9396 I-25 Exit 240 ( CO 119 W ),24 M <U+2610> D <U+25A1>,Longmont,80501,Longmont Truck Stop ( Conoco ),303-776-9396,I-25 Exit 240 ( CO 119 W ),2016,Longmont,CO,Conoco
"Longmont , 80504 Get On The Go ( 66 )",303-485-2939 I-25 Exit 240 ( CO 119 ),24 HRS MOO0,Longmont,80504,Get On The Go ( 66 ),303-485-2939,I-25 Exit 240 ( CO 119 ),2006,Longmont,CO,
"Longmont , 80504 Get On The Go ( 66 )",303-485-2939 I-25 Exit 240 ( CO 119 ),<U+25A1>,Longmont,80504,Get On The Go ( 66 ),303-485-2939,I-25 Exit 240 ( CO 119 ),2007,Longmont,CO,
"Longmont , 80504 Get On The Go ( 66 )",5 303-485-2939 I-25 Exit 240 ( CO 119 ),FIRS 24 S <U+2610> <U+2610>,Longmont,80504,Get On The Go ( 66 ),303-485-2939,I-25 Exit 240 ( CO 119 ),2008,Longmont,CO,
B Longmont ( 80504 ) 7-11 # 34210 ( Shell ),5 303-485-2939 I-25 Exit 240 ( CO 119 E ),S <U+25A1>,Longmont,80504,7-11 # 34210 ( Shell ),303-485-2939,I-25 Exit 240 ( CO 119 E ),2014,Longmont,CO,Shell
B Longmont ( 80504 ) 7 - Eleven # 34210 ( Shell ),303-485-2939 I-25 Exit 240 ( CO 119 E ),24 24 S <U+2610>,Longmont,80504,7 - Eleven # 34210 ( Shell ),303-485-2939,I-25 Exit 240 ( CO 119 E ),2015,Longmont,CO,Eleven
B Longmont ( 80504 ) 7 - Eleven # 34210 ( Shell ),5 303-485-2939 I-25 Exit 240 ( CO 119 E ),124 24 <U+2610> S <U+25A1> <U+2610> <U+2610>,Longmont,80504,7 - Eleven # 34210 ( Shell ),303-485-2939,I-25 Exit 240 ( CO 119 E ),2016,Longmont,CO,Eleven
"Erie , 80516 25/52 Auto Truck Plaza ( Conoco )",303-833-4758 I-25 Exit 235 ( CO 52 ),,Erie,80516,25/52 Auto Truck Plaza ( Conoco ),303-833-4758,I-25 Exit 235 ( CO 52 ),2006,Erie,CO,Conoco
"Erie , 80516 25/52 Auto Truck Plaza ( Conoco )",303-833-4758 I-25 Exit 235 ( CO 52 ),M,Erie,80516,25/52 Auto Truck Plaza ( Conoco ),303-833-4758,I-25 Exit 235 ( CO 52 ),2007,Erie,CO,Conoco
"Frederick , 80516 25/52 Auto Truck Plaza ( Conoco )",303-833-4758 I-25 Exit 235 ( CO 14-52 W ),M <U+2610>,Frederick,80516,25/52 Auto Truck Plaza ( Conoco ),303-833-4758,I-25 Exit 235 ( CO 14-52 W ),2008,Erie,CO,Conoco
Frederick ( 80516 ) Frederick Travel Center ( Conoco ),5 303-833-4758 I-25 Exit 235 ( CO 14-52 W ),24 WOO <U+2610> <U+2610>,Frederick,80516,Frederick Travel Center ( Conoco ),303-833-4758,I-25 Exit 235 ( CO 14-52 W ),2014,Erie,CO,Conoco
Frederick ( 80516 ) Frederick Travel Center ( Conoco ),303-833-4758 I-25 Exit 235 ( CO 14-52 W ),24 24 M <U+2610> <U+2610>,Frederick,80516,Frederick Travel Center ( Conoco ),303-833-4758,I-25 Exit 235 ( CO 14-52 W ),2015,Erie,CO,Conoco
C Frederick ( 80516 ) Frederick Travel Center ( Conoco ),5 303-833-4758 I-25 Exit 235 ( CO 14-52 W ),24 M <U+2610> <U+2610>,Frederick,80516,Frederick Travel Center ( Conoco ),303-833-4758,I-25 Exit 235 ( CO 14-52 W ),2016,Erie,CO,Conoco
"Brighton , 80601 Tomahawk Auto / Truck Plaza ( Shell )",5 303-659-0810 I-76 Exit 16 ( Sable Blvd ),24 L,Brighton,80601,Tomahawk Auto / Truck Plaza ( Shell ),303-659-0810,I-76 Exit 16 ( Sable Blvd ),2006,Brighton,CO,Shell
", 80601 Tomahawk Auto / Truck Plaza ( Shell )",CBrighton 5303-659-0810 I-76 Exit 16 ( Sable Blvd ),24 <U+2610> L,,80601,Tomahawk Auto / Truck Plaza ( Shell ),303-659-0810,I-76 Exit 16 ( Sable Blvd ),2007,Brighton,CO,Shell
"Brighton , 80601 Tomahawk Auto / Truck Plaza ( Shell )",303-659-0810 I-76 Exit 16 ( Sable Blvd ),2013 24,Brighton,80601,Tomahawk Auto / Truck Plaza ( Shell ),303-659-0810,I-76 Exit 16 ( Sable Blvd ),2008,Brighton,CO,Shell
Brighton ( 80601 ) Tomahawk Auto ( CO / Truck 79 N Plaza ) ( Shell ),5 303-659-0810 I-76 Exit 16 ( CO 2 NE ),24 <U+2610> M,Brighton,80601,Tomahawk Auto ( CO / Truck 79 N Plaza ) ( Shell ),303-659-0810,I-76 Exit 16 ( CO 2 NE ),2014,Brighton,CO,Shell
Brighton ( 80601 ) Tomahawk Exit 304 Auto ( CO / Truck 79 N Plaza ),303-659-0810 I-76 Exit 16 ( ( Shell ),24 <U+2610> M,Brighton,80601,Tomahawk Exit 304 Auto ( CO / Truck 79 N Plaza ),303-659-0810,I-76 Exit 16 ( ( Shell ),2015,Brighton,CO,
Brighton ( 80601 ) Tomahawk Auto / Truck Plaza ( Shell ),303-659-0810 I-76 Exit 16 ( CO 2 NE ),24 M,Brighton,80601,Tomahawk Auto / Truck Plaza ( Shell ),303-659-0810,I-76 Exit 16 ( CO 2 NE ),2016,Brighton,CO,Shell
"Eaton , 80615 )",970-454-2865 Agland US 85 & - Oak CO 74 Street ( Cenex,,Eaton,80615,),970-454-2865,Agland US 85 & - Oak CO 74 Street ( Cenex,2006,Eaton,CO,
"Eaton , 80615 Agland ( Cenex )",970-454-2865 US 85 & CO 74,<U+2610>,Eaton,80615,Agland ( Cenex ),970-454-2865,US 85 & CO 74,2007,Eaton,CO,Cenex
"Eaton , 80615 Agland ( Cenex )",5 970-454-2865 US 85 & CO 74,<U+2610>,Eaton,80615,Agland ( Cenex ),970-454-2865,US 85 & CO 74,2008,Eaton,CO,Cenex
Eaton ( 80615 ) AgFinity ( Cenex ),970-454-2865 US 85 & CO 74,<U+2610> O,Eaton,80615,AgFinity ( Cenex ),970-454-2865,US 85 & CO 74,2014,Eaton,CO,Cenex
