clean_line1,clean_line2,line3,city,zip_code,label,phone,address,year,major_city,state,chain,address_standardized_ON_parenthesis,address_standardized_OFF_parenthesis,Address_Type,Exit_Number,Flagged,Flag_Reason,Is_Unclear_OCR
Alvin ( 77511 ) Alvin Pantry ( Citgo ) ),281-482-5808 19387 TX 35,<U+2610> <U+25A1>,Alvin,77511,Alvin Pantry ( Citgo ) ),281-482-5808,19387 TX 35,2016,Alvin,TX,Citgo,,19387 TX 35,Proper,,False,,False
"Angleton , 77515 Handi Plus # 45 ( Exxon )",979-849-6689 2301 TX 35 W,,Angleton,77515,Handi Plus # 45 ( Exxon ),979-849-6689,2301 TX 35 W,2006,Angleton,TX,Exxon,,2301 TX 35 W,Proper,,False,,False
"Angleton , 77515 Handi Plus # 45 ( Citgo )",979-849-6689 2301 TX 35 & TX 288,<U+2610>,Angleton,77515,Handi Plus # 45 ( Citgo ),979-849-6689,2301 TX 35 & TX 288,2007,Angleton,TX,Citgo,,2301 TX 35 & TX 288,Proper,,False,,False
"Angleton , 77515 Handi Plus # 45 ( Citgo )",7 979-849-6689 2301 TX 35 & TX 288,<U+2610> D <U+25A1> <U+25A1>,Angleton,77515,Handi Plus # 45 ( Citgo ),979-849-6689,2301 TX 35 & TX 288,2008,Angleton,TX,Citgo,,2301 TX 35 & TX 288,Proper,,False,,False
Angleton ( 77515 ) Handi Plus # 45 ( Chevron ),979-849-6689 2301 TX 35 & TX 288,D S E,Angleton,77515,Handi Plus # 45 ( Chevron ),979-849-6689,2301 TX 35 & TX 288,2014,Angleton,TX,Chevron,,2301 TX 35 & TX 288,Proper,,False,,False
Angleton ( 77515 ) Handi Plus # 45 ( Chevron ),5 979-849-6689 2301 TX 35 & TX 288,D,Angleton,77515,Handi Plus # 45 ( Chevron ),979-849-6689,2301 TX 35 & TX 288,2015,Angleton,TX,Chevron,,2301 TX 35 & TX 288,Proper,,False,,False
Angleton ( 77515 ) Handi Plus # 45 ( Chevron ),979-849-6689 2301 TX 35 & TX 288,SS,Angleton,77515,Handi Plus # 45 ( Chevron ),979-849-6689,2301 TX 35 & TX 288,2016,Angleton,TX,Chevron,,2301 TX 35 & TX 288,Proper,,False,,False
", 77520 Sunmart # 400",GBaytown 7281-383-0144 I-10 Exit 797 ( TX 146 ),,,77520,Sunmart # 400,281-383-0144,I-10 Exit 797 ( TX 146 ),2006,Baytown,TX,,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
", 77520 Sunmart # 400 ( Texaco )",GBaytown 7281-383-0144 I-10 Exit 797 ( TX 146 ),24,,77520,Sunmart # 400 ( Texaco ),281-383-0144,I-10 Exit 797 ( TX 146 ),2007,Baytown,TX,Texaco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
"Baytown , 77520 Sunmart # 400 ( Texaco )",281-383-0144 I-10 Exit 797 ( TX 146 ),24 HRS M <U+2610><U+2610>,Baytown,77520,Sunmart # 400 ( Texaco ),281-383-0144,I-10 Exit 797 ( TX 146 ),2008,Baytown,TX,Texaco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
Baytown ( 77520 ) Sunmart # 400 ( Texaco ),7 281-383-0144 I-10 Exit 797 ( TX 146 ),24 M,Baytown,77520,Sunmart # 400 ( Texaco ),281-383-0144,I-10 Exit 797 ( TX 146 ),2014,Baytown,TX,Texaco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
Baytown ( 77520 ) Sunmart # 400 ( Texaco ),281-383-0144 I-10 Exit 797 ( TX 146 ),24 M O,Baytown,77520,Sunmart # 400 ( Texaco ),281-383-0144,I-10 Exit 797 ( TX 146 ),2015,Baytown,TX,Texaco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
Baytown ( 77520 ) Sunmart # 400 ( Texaco ),281-383-0144 I-10 Exit 797 ( TX 146 ),24 MO,Baytown,77520,Sunmart # 400 ( Texaco ),281-383-0144,I-10 Exit 797 ( TX 146 ),2016,Baytown,TX,Texaco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
"Baytown , 77520 TravelCenters of America",281-424-7772 I-10 Exit 789 ( Thompson Rd ) TA,24 XL LOO <U+2610>,Baytown,77520,TravelCenters of America,281-424-7772,I-10 Exit 789 ( Thompson Rd ) TA,2006,Baytown,TX,TravelCenters,( Thompson Rd ) TA,I-10 Exit 789 ,Exit,789,False,,False
", 77520 TravelCenters of America",GBaytown 7281-424-7772 I-10 Exit 789 ( Thompson Rd ) TA,HRS XL,,77520,TravelCenters of America,281-424-7772,I-10 Exit 789 ( Thompson Rd ) TA,2007,Baytown,TX,TravelCenters,( Thompson Rd ) TA,I-10 Exit 789 ,Exit,789,False,,False
"Baytown , 77520 TravelCenters of America",281-424-7772 I-10 Exit 789 ( Thompson Rd ) TA,24 HOLD XL 24,Baytown,77520,TravelCenters of America,281-424-7772,I-10 Exit 789 ( Thompson Rd ) TA,2008,Baytown,TX,TravelCenters,( Thompson Rd ) TA,I-10 Exit 789 ,Exit,789,False,,False
Baytown ( 77520 ) TA Baytown # 017 ( Shell ),281-424-7772 I-10 Exit 789 ( Thompson Rd ),A24 <U+2610> XL,Baytown,77520,TA Baytown # 017 ( Shell ),281-424-7772,I-10 Exit 789 ( Thompson Rd ),2014,Baytown,TX,Shell,( Thompson Rd ),I-10 Exit 789 ,Exit,789,False,,False
Baytown ( 77520 ) TA Baytown # 017 ( Shell ),281-424-7772 I-10 Exit 789 ( Thompson Rd ),24 <U+2610> XL 24,Baytown,77520,TA Baytown # 017 ( Shell ),281-424-7772,I-10 Exit 789 ( Thompson Rd ),2015,Baytown,TX,Shell,( Thompson Rd ),I-10 Exit 789 ,Exit,789,False,,False
Baytown ( 77520 ) TA Baytown # 017 ( Shell ),281-424-7772 I-10 Exit 789 ( Thompson Rd ) A,A 24 XL 24,Baytown,77520,TA Baytown # 017 ( Shell ),281-424-7772,I-10 Exit 789 ( Thompson Rd ) A,2016,Baytown,TX,Shell,( Thompson Rd ) A,I-10 Exit 789 ,Exit,789,False,,False
", 77520 Conoco Travel Center",GBaytown 7281-576-4472 I-10 Exit 797 ( TX 146 ),"M """,,77520,Conoco Travel Center,281-576-4472,I-10 Exit 797 ( TX 146 ),2006,Baytown,TX,Conoco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
", 77520 Conoco Travel Center",GBaytown 7281-576-4472 I-10 Exit 797 ( TX 146 ),24 HRS L <U+2610>,,77520,Conoco Travel Center,281-576-4472,I-10 Exit 797 ( TX 146 ),2007,Baytown,TX,Conoco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
"Baytown , 77520 Conoco Travel Center",7 281-576-4472 I-10 Exit 797 ( TX 146 ),24 L <U+2610><U+2610><U+2610>,Baytown,77520,Conoco Travel Center,281-576-4472,I-10 Exit 797 ( TX 146 ),2008,Baytown,TX,Conoco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
Baytown ( 77520 ) Conoco Travel Center,7 281-576-4472 I-10 Exit 797 ( TX 146 ),24 O,Baytown,77520,Conoco Travel Center,281-576-4472,I-10 Exit 797 ( TX 146 ),2014,Baytown,TX,Conoco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
Baytown ( 77520 ) Conoco Travel Center,6 281-576-4472 I-10 Exit 797 ( TX 146 ) NATSN,24 BLO,Baytown,77520,Conoco Travel Center,281-576-4472,I-10 Exit 797 ( TX 146 ) NATSN,2015,Baytown,TX,Conoco,( TX 146 ) NATSN,I-10 Exit 797 ,Exit,797,False,,False
Baytown ( 77520 ) Conoco Travel Center,6 281-576-4472 I-10 Exit 797 ( TX 146 ),24,Baytown,77520,Conoco Travel Center,281-576-4472,I-10 Exit 797 ( TX 146 ),2016,Baytown,TX,Conoco,( TX 146 ),I-10 Exit 797 ,Exit,797,False,,False
", 77521 Pilot Travel Center # 086",GBaytown 7281-426-6569 I-10 Exit 789 ( Thompson Rd ),24 LOO,,77521,Pilot Travel Center # 086,281-426-6569,I-10 Exit 789 ( Thompson Rd ),2006,Baytown,TX,Pilot,( Thompson Rd ),I-10 Exit 789 ,Exit,789,False,,False
"Baytown , 77521 Pilot Travel Center # 086",281-426-6569 I-10 Exit 789 ( Thompson Rd ),<U+2610>,Baytown,77521,Pilot Travel Center # 086,281-426-6569,I-10 Exit 789 ( Thompson Rd ),2007,Baytown,TX,Pilot,( Thompson Rd ),I-10 Exit 789 ,Exit,789,False,,False
"Baytown , 77521 Pilot Travel Center # 086",281-426-6569 I-10 Exit 789 ( Thompson Rd ),HOLS 24,Baytown,77521,Pilot Travel Center # 086,281-426-6569,I-10 Exit 789 ( Thompson Rd ),2008,Baytown,TX,Pilot,( Thompson Rd ),I-10 Exit 789 ,Exit,789,False,,False
G Baytown ( 77521 ) Love's Travel Stop # 401,281-426-6569 I-10 Exit 789 ( Thompson Rd ),<U+25A1> XL O,Baytown,77521,Love's Travel Stop # 401,281-426-6569,I-10 Exit 789 ( Thompson Rd ),2014,Baytown,TX,Love's,( Thompson Rd ),I-10 Exit 789 ,Exit,789,False,,False
Baytown ( 77521 ) Love's Travel Stop # 401,6 281-426-6569 I-10 Exit 789 ( Thompson Rd ),24 <U+2610> XL <U+2610><U+2610>,Baytown,77521,Love's Travel Stop # 401,281-426-6569,I-10 Exit 789 ( Thompson Rd ),2015,Baytown,TX,Love's,( Thompson Rd ),I-10 Exit 789 ,Exit,789,False,,False
Baytown ( 77521 ) Love's Travel Stop # 401,6 281-426-6569 I-10 Exit 789 ( Thompson Rd ),24 XL 024 0,Baytown,77521,Love's Travel Stop # 401,281-426-6569,I-10 Exit 789 ( Thompson Rd ),2016,Baytown,TX,Love's,( Thompson Rd ),I-10 Exit 789 ,Exit,789,False,,False
"Clute , 77531 Salyer's Shortstop",979-265-2127 708 US 288 - B N,"000 """,Clute,77531,Salyer's Shortstop,979-265-2127,708 US 288 - B N,2006,Clute,TX,,,708 US 288 - B N,Proper,,False,,False
"Clute , 77531 Salyer's Shortstop",17979-265-2127 708 US 288 - B N,24 <U+2610>,Clute,77531,Salyer's Shortstop,979-265-2127,708 US 288 - B N,2007,Clute,TX,,,708 US 288 - B N,Proper,,False,,False
"Clute , 77531 Salyer's Shortstop mi S of town )",979-265-2127 708 US 288 - B N,<U+2610> <U+2610> <U+2610> <U+2610>,Clute,77531,Salyer's Shortstop mi S of town ),979-265-2127,708 US 288 - B N,2008,Clute,TX,,,708 US 288 - B N,Proper,,False,,False
Clute ( 77531 ) Salyer's Shortstop,979-265-2127 708 US 288 - B N,<U+25A1> <U+25A1>,Clute,77531,Salyer's Shortstop,979-265-2127,708 US 288 - B N,2014,Clute,TX,,,708 US 288 - B N,Proper,,False,,False
P Clute ( 77531 ) Salyer's Shortstop,979-265-2127 708 TX 288 - B N,<U+2610> <U+2610>,Clute,77531,Salyer's Shortstop,979-265-2127,708 TX 288 - B N,2015,Clute,TX,,,708 TX 288 - B N,Proper,,False,,False
P Clute ( 77531 ) Salyer's Shortstop,979-265-2127 708 TX 288 - B N,<U+2610> <U+25A1> <U+25A1>,Clute,77531,Salyer's Shortstop,979-265-2127,708 TX 288 - B N,2016,Clute,TX,,,708 TX 288 - B N,Proper,,False,,False
"Galveston , 77554 Harborside Food Mart ( Citgo )",409-740-2828 I-45 Exit 1 C ( 8220 Harborside Dr ),S,Galveston,77554,Harborside Food Mart ( Citgo ),409-740-2828,I-45 Exit 1 C ( 8220 Harborside Dr ),2006,Galveston,TX,Citgo,( 8220 Harborside Dr ),I-45 Exit 1 C ,Exit,1,False,,False
"Galveston , 77554 Harborside Food Mart ( Citgo )",409-740-2828 I-45 Exit 1 C ( 8220 Harborside Dr ),S,Galveston,77554,Harborside Food Mart ( Citgo ),409-740-2828,I-45 Exit 1 C ( 8220 Harborside Dr ),2007,Galveston,TX,Citgo,( 8220 Harborside Dr ),I-45 Exit 1 C ,Exit,1,False,,False
"Galveston , 77554 Harborside Food Mart ( Valero )",409-740-2828 I-45 Exit 1 C ( 8220,<U+2610> SO <U+2610> <U+2610>,Galveston,77554,Harborside Food Mart ( Valero ),409-740-2828,I-45 Exit 1 C ( 8220,2008,Galveston,TX,Valero,( 8220,I-45 Exit 1 C ,Exit,1,False,,False
G Galveston ( 77554 ) Harborside Food Mart ( Valero ),409-740-2828 I-45 Exit 1 C ( TX 275 N ),SO,Galveston,77554,Harborside Food Mart ( Valero ),409-740-2828,I-45 Exit 1 C ( TX 275 N ),2014,Galveston,TX,Valero,( TX 275 N ),I-45 Exit 1 C ,Exit,1,False,,False
Galveston ( 77554 ) Harborside Food Mart ( Valero ),409-740-2828 I-45 Exit 1 C ( TX 275 N ),S,Galveston,77554,Harborside Food Mart ( Valero ),409-740-2828,I-45 Exit 1 C ( TX 275 N ),2015,Galveston,TX,Valero,( TX 275 N ),I-45 Exit 1 C ,Exit,1,False,,False
P Galveston ( 77554 ) Harborside Food Mart ( Valero ),6 409-740-2828 I-45 Exit 1 C ( TX 275 N ),S,Galveston,77554,Harborside Food Mart ( Valero ),409-740-2828,I-45 Exit 1 C ( TX 275 N ),2016,Galveston,TX,Valero,( TX 275 N ),I-45 Exit 1 C ,Exit,1,False,,False
"Hankamer , 77567 Country Boys Country Store ( Shell )",409-374-2222 I-10 Exit 812 ( EB ) / 813 ( WB ),HRS 24 S,Hankamer,77567,Country Boys Country Store ( Shell ),409-374-2222,I-10 Exit 812 ( EB ) / 813 ( WB ),2006,,,Shell,( EB ) / 813 ( WB ),I-10 Exit 812 ,Exit,812,False,,False
"Hankamer , 77567 Country Boys Country Store ( Shell )",409-374-2222 I-10 Exit 812 ( EB ) / 813 ( WB ),24 S <U+25A1>,Hankamer,77567,Country Boys Country Store ( Shell ),409-374-2222,I-10 Exit 812 ( EB ) / 813 ( WB ),2007,,,Shell,( EB ) / 813 ( WB ),I-10 Exit 812 ,Exit,812,False,,False
"Hankamer , 77567 Country Boys Country Store ( Shell )",7 409-374-2222 I-10 Exit 812 ( EB ) / 813 ( WB ),24 HRS S,Hankamer,77567,Country Boys Country Store ( Shell ),409-374-2222,I-10 Exit 812 ( EB ) / 813 ( WB ),2008,,,Shell,( EB ) / 813 ( WB ),I-10 Exit 812 ,Exit,812,False,,False
Hankamer ( 77567 ) Country Boys Country Store ( Shell ),409-374-2222 I-10 Exit 812 ( EB ) / 813 ( WB ),24 S,Hankamer,77567,Country Boys Country Store ( Shell ),409-374-2222,I-10 Exit 812 ( EB ) / 813 ( WB ),2014,,,Shell,( EB ) / 813 ( WB ),I-10 Exit 812 ,Exit,812,False,,False
Hankamer ( 77567 ) Country Boys Country 36 Store ) ( Shell ),409-374-2222 I-10 Exit 812 ( EB ) / 813 ( WB ),24 S,Hankamer,77567,Country Boys Country 36 Store ) ( Shell ),409-374-2222,I-10 Exit 812 ( EB ) / 813 ( WB ),2015,,,Shell,( EB ) / 813 ( WB ),I-10 Exit 812 ,Exit,812,False,,False
Hankamer ( 77567 ) Country Boys Country 36 Store ) ( Shell ),6 409-374-2222 I-10 Exit 812 ( EB ) / 813 ( WB ),24 S <U+2610> <U+2610> <U+2610>,Hankamer,77567,Country Boys Country 36 Store ) ( Shell ),409-374-2222,I-10 Exit 812 ( EB ) / 813 ( WB ),2016,,,Shell,( EB ) / 813 ( WB ),I-10 Exit 812 ,Exit,812,False,,False
"LaMarque , 77568 Shopper's Mart # 105 ( Shell",409-938-3743 I-45 Exit 10 ),S 000,LaMarque,77568,Shopper's Mart # 105 ( Shell,409-938-3743,I-45 Exit 10 ),2006,La Marque,TX,Shell,,I-45 Exit 10 ,Exit,10,False,,False
"LaMarque , 77568 Shopper's Mart # 105 ( Shell )",409-938-3743 I-45 Exit 10,24 S 000,LaMarque,77568,Shopper's Mart # 105 ( Shell ),409-938-3743,I-45 Exit 10,2007,La Marque,TX,Shell,,I-45 Exit 10,Exit,10,False,,False
"LaMarque , 77568 Shopper's Mart # 105 ( E Shell ) )",409-938-3743 I-45 Exit 10,S <U+25A1> <U+25A1>,LaMarque,77568,Shopper's Mart # 105 ( E Shell ) ),409-938-3743,I-45 Exit 10,2008,La Marque,TX,Shell,,I-45 Exit 10,Exit,10,False,,False
G LaMarque ( 77568 ) Shopper's Mart # 105 ( Shell ),7 409-938-3743 I-45 Exit 10,<U+2610> S <U+25A1>,LaMarque,77568,Shopper's Mart # 105 ( Shell ),409-938-3743,I-45 Exit 10,2014,La Marque,TX,Shell,,I-45 Exit 10,Exit,10,False,,False
LaMarque ( 77568 ) Shopper's Mart # 105 ( Shell ),6 409-938-3743 I-45 Exit 10,S <U+25A1>,LaMarque,77568,Shopper's Mart # 105 ( Shell ),409-938-3743,I-45 Exit 10,2015,La Marque,TX,Shell,,I-45 Exit 10,Exit,10,False,,False
P LaMarque ( 77568 ) Shopper's Mart # 105 ( Shell ),6 409-938-3743 I-45 Exit 10,<U+2610><U+2610> S <U+25A1> <U+2610>,LaMarque,77568,Shopper's Mart # 105 ( Shell ),409-938-3743,I-45 Exit 10,2016,La Marque,TX,Shell,,I-45 Exit 10,Exit,10,False,,False
"LaPorte , 77571 Port Auto Truck Stop ( 66 )",281-842-7200 TX 146 & Barbours Cut,481 MO,LaPorte,77571,Port Auto Truck Stop ( 66 ),281-842-7200,TX 146 & Barbours Cut,2006,La Porte,TX,,,TX 146 & Barbours Cut,empty,,False,,False
"LaPorte , 77571 Port Auto Truck Stop ( 66 )",281-842-7200 TX 146 & Barbours Cut,24 24,LaPorte,77571,Port Auto Truck Stop ( 66 ),281-842-7200,TX 146 & Barbours Cut,2007,La Porte,TX,,,TX 146 & Barbours Cut,empty,,False,,False
"LaPorte , 77571 I-45 LaPorte Exit Auto 10 Truck Stop ( 66 )",71281-842-7200 TX 146 & E on W Barbours Cut,24 M <U+25A1> D <U+25A1> =,LaPorte,77571,I-45 LaPorte Exit Auto 10 Truck Stop ( 66 ),281-842-7200,TX 146 & E on W Barbours Cut,2008,La Porte,TX,,,TX 146 & E on W Barbours Cut,empty,,False,,False
G LaPorte ( 77571 ) LaPorte Travel Center ( Exxon ),7 281-842-7200 TX 146 & E on W Barbours Cut,24 MO <U+2610>,LaPorte,77571,LaPorte Travel Center ( Exxon ),281-842-7200,TX 146 & E on W Barbours Cut,2014,La Porte,TX,Exxon,,TX 146 & E on W Barbours Cut,empty,,False,,False
LaPorte ( 77571 ) LaPorte Travel Center ( Exxon ),281-842-7200 TX 146 & E on W Barbours Cut,24 M <U+2610>,LaPorte,77571,LaPorte Travel Center ( Exxon ),281-842-7200,TX 146 & E on W Barbours Cut,2015,La Porte,TX,Exxon,,TX 146 & E on W Barbours Cut,empty,,False,,False
LaPorte ( 77571 ) LaPorte Travel Center ( Exxon ),281-842-7200 TX 146 & E on W Barbours Cut,24 MO <U+25A1>,LaPorte,77571,LaPorte Travel Center ( Exxon ),281-842-7200,TX 146 & E on W Barbours Cut,2016,La Porte,TX,Exxon,,TX 146 & E on W Barbours Cut,empty,,False,,False
"F Buna , 77612 Coastal Mart # 3",409-994-5885 US 96 & TX 62,24,Buna,77612,Coastal Mart # 3,409-994-5885,US 96 & TX 62,2006,Buna,TX,,,US 96 & TX 62,empty,,False,,False
"F Buna , 77612 Coastal Mart # 3",409-994-5885 US 96 & TX 62,24 24 4 S SOO <U+2610>,Buna,77612,Coastal Mart # 3,409-994-5885,US 96 & TX 62,2007,Buna,TX,,,US 96 & TX 62,empty,,False,,False
"Buna , 77612 Coastal Mart # 3",409-994-5885 US 96 & TX 62,24 HRS S <U+25A1> <U+25A1>,Buna,77612,Coastal Mart # 3,409-994-5885,US 96 & TX 62,2008,Buna,TX,,,US 96 & TX 62,empty,,False,,False
F Buna ( 77612 ) Buna General ( Shell ),409-994-5885 US 96 & TX 62,24 <U+25A1>,Buna,77612,Buna General ( Shell ),409-994-5885,US 96 & TX 62,2014,Buna,TX,Shell,,US 96 & TX 62,empty,,False,,False
Buna ( 77612 ) Buna General ( Shell ),409-994-5885 US 96 & TX 62,24 SO <U+2610>,Buna,77612,Buna General ( Shell ),409-994-5885,US 96 & TX 62,2015,Buna,TX,Shell,,US 96 & TX 62,empty,,False,,False
Buna ( 77612 ) Buna General US ( Shell 79 ) ),409-994-5885 US 96 & TX 62,24 <U+2610> <U+2610>,Buna,77612,Buna General US ( Shell 79 ) ),409-994-5885,US 96 & TX 62,2016,Buna,TX,Shell,,US 96 & TX 62,empty,,False,,False
"Orange , 77630 Pilot Travel Center # 431",409-745-1124 I-10 Exit 873 ( TX 62 ),24 HRS M M,Orange,77630,Pilot Travel Center # 431,409-745-1124,I-10 Exit 873 ( TX 62 ),2006,Orange,TX,Pilot,( TX 62 ),I-10 Exit 873 ,Exit,873,False,,False
Pilot Travel Center # 431,"409-745-1124 Orange , 77630 I-10 Exit 873 ( TX 62 )",S 000,,77630,,409-745-1124,"Orange , 77630 I-10 Exit 873 ( TX 62 )",2007,Orange,TX,,( TX 62 ),"Orange, I-10 Exit 873",Exit,873,False,,False
", 77630 Pilot Travel Center # 431",7 409-745-1124 Orange I-10 Exit 873 ( TX 62 ),KRS 24 L <U+2610>,,77630,Pilot Travel Center # 431,409-745-1124,Orange I-10 Exit 873 ( TX 62 ),2008,Orange,TX,Pilot,( TX 62 ),Orange I-10 Exit 873 ,Exit,873,False,,False
Orange ( 77630 ) Pilot Travel Center # 431,409-745-1124 I-10 Exit 873 ( TX 62 S ),pilat 24 <U+25A1> LO,Orange,77630,Pilot Travel Center # 431,409-745-1124,I-10 Exit 873 ( TX 62 S ),2014,Orange,TX,Pilot,( TX 62 S ),I-10 Exit 873 ,Exit,873,False,,False
Orange ( 77630 ) Pilot Travel Center # 431,409-745-1124 I-10 Exit 873 ( TX 62 S ) Pilot,24 13 <U+2610>,Orange,77630,Pilot Travel Center # 431,409-745-1124,I-10 Exit 873 ( TX 62 S ) Pilot,2015,Orange,TX,Pilot,( TX 62 S ) Pilot,I-10 Exit 873 ,Exit,873,False,,False
Orange ( 77630 ) Pilot Travel Center # 431 Pilot,7 409-745-1124 I-10 Exit 873 ( TX 62 S ),24 LO 024 0,Orange,77630,Pilot Travel Center # 431 Pilot,409-745-1124,I-10 Exit 873 ( TX 62 S ),2016,Orange,TX,Pilot,( TX 62 S ),I-10 Exit 873 ,Exit,873,False,,False
"Orange , 77630 Flying J Travel Plaza",409-883-9465 I-10 Exit 873 # 0500026,XL HRS 24,Orange,77630,Flying J Travel Plaza,409-883-9465,I-10 Exit 873 # 0500026,2006,Orange,TX,Flying J,,I-10 Exit 873 # 0500026,Exit,873,False,,False
"Orange , 77630 Flying J Travel Plaza # 0500026",409-883-9465 I-10 Exit 873 A,LOO 000,Orange,77630,Flying J Travel Plaza # 0500026,409-883-9465,I-10 Exit 873 A,2007,Orange,TX,Flying J,,I-10 Exit 873 A,Exit,873,False,,False
", 77630 Flying J Travel Plaza # 0500026",409-883-9465 FOrange I-10 Exit 873,24 24,,77630,Flying J Travel Plaza # 0500026,409-883-9465,FOrange I-10 Exit 873,2008,Orange,TX,Flying J,,FOrange I-10 Exit 873,Exit,873,False,,False
Orange ( 77630 ) Flying J Travel Plaza # 735 ( Conoco ),7 409-883-9465 I-10 Exit 873 ( TX 62 N ),ARS 24 XL 24,Orange,77630,Flying J Travel Plaza # 735 ( Conoco ),409-883-9465,I-10 Exit 873 ( TX 62 N ),2014,Orange,TX,Flying J,( TX 62 N ),I-10 Exit 873 ,Exit,873,False,,False
Orange ( 77630 ) Flying J Travel Plaza # 735 ( Conoco ),409-883-9465 I-10 Exit 873 ( TX 62 N ) FLYING J,FLYING J 24 XL 24,Orange,77630,Flying J Travel Plaza # 735 ( Conoco ),409-883-9465,I-10 Exit 873 ( TX 62 N ) FLYING J,2015,Orange,TX,Flying J,( TX 62 N ) FLYING J,I-10 Exit 873 ,Exit,873,False,,False
Orange ( 77630 ) Flying J Travel Plaza # 735 ( Conoco ) FLYING,409-883-9465 I-10 Exit 873 ( TX 62 N ),FLYING J 24 24 XL 24,Orange,77630,Flying J Travel Plaza # 735 ( Conoco ) FLYING,409-883-9465,I-10 Exit 873 ( TX 62 N ),2016,Orange,TX,Flying J,( TX 62 N ),I-10 Exit 873 ,Exit,873,False,,False
"Deweyville , 77632 Super Stop # 22 ( Chevron )",409-746-2000 TX 87 & TX 12 E,24 HRS <U+2610> D <U+2610>,Deweyville,77632,Super Stop # 22 ( Chevron ),409-746-2000,TX 87 & TX 12 E,2006,Orange,TX,Chevron,,TX 87 & TX 12 E,empty,,False,,False
"Deweyville , 77632 Super Stop # 22",409-746-2000 TX 87 & TX 12 E ( Chevron ),24 <U+2610>,Deweyville,77632,Super Stop # 22,409-746-2000,TX 87 & TX 12 E ( Chevron ),2007,Orange,TX,,( Chevron ),TX 87 & TX 12 E,empty,,False,,False
"F Deweyville , 77632 Super Stop # 22 ( Chevron",7 409-746-2000 TX 87 & TX 12 E ),24 <U+2610> <U+2610>,Deweyville,77632,Super Stop # 22 ( Chevron,409-746-2000,TX 87 & TX 12 E ),2008,Orange,TX,Chevron,,TX 87 & TX 12 E ,empty,,False,,False
Deweyville ( 77632 ) Super Stop # 22 ( Exxon ),7 409-746-2000 TX 87 & -TX 12 E,24 <U+2610> <U+25A1>,Deweyville,77632,Super Stop # 22 ( Exxon ),409-746-2000,TX 87 & -TX 12 E,2014,Orange,TX,Exxon,,TX 87 & -TX 12 E,empty,,False,,False
Deweyville ( 77632 ) Super Stop # 22 ( Exxon ),409-746-2000 TX 87 & TX 12 E,FRS 24 <U+2610> <U+2610> <U+25A1>,Deweyville,77632,Super Stop # 22 ( Exxon ),409-746-2000,TX 87 & TX 12 E,2015,Orange,TX,Exxon,,TX 87 & TX 12 E,empty,,False,,False
Deweyville ( 77632 ) Super Stop # 22 ( Exxon ),409-746-2000 TX 87 & TX 12 E,24 2 <U+2610> D <U+25A1>,Deweyville,77632,Super Stop # 22 ( Exxon ),409-746-2000,TX 87 & TX 12 E,2016,Orange,TX,Exxon,,TX 87 & TX 12 E,empty,,False,,False
"Winnie , 77665 Sunmart # 111 ( Mobil )",409-296-2183 I-10 Exit 829,""" S <U+2610> D",Winnie,77665,Sunmart # 111 ( Mobil ),409-296-2183,I-10 Exit 829,2006,Winnie,TX,Mobil,,I-10 Exit 829,Exit,829,False,,False
"Winnie , 77665 JP's Truck Stop ( Mobil )",409-296-2183 I-10 Exit 829,425 <U+2610> O,Winnie,77665,JP's Truck Stop ( Mobil ),409-296-2183,I-10 Exit 829,2007,Winnie,TX,Mobil,,I-10 Exit 829,Exit,829,False,,False
"Winnie , 77665 JP's Truck Stop ( Mobil )",409-296-2183 I-10 Exit 829,S <U+25A1> <U+2610> <U+2610>,Winnie,77665,JP's Truck Stop ( Mobil ),409-296-2183,I-10 Exit 829,2008,Winnie,TX,Mobil,,I-10 Exit 829,Exit,829,False,,False
Winnie ( 77665 ) JP Truck Stop ( Gulf ),409-296-2183 I-10 Exit 829 ( FM 1663 S ),24 S,Winnie,77665,JP Truck Stop ( Gulf ),409-296-2183,I-10 Exit 829 ( FM 1663 S ),2014,Winnie,TX,Gulf,( FM 1663 S ),I-10 Exit 829 ,Exit,829,False,,False
Winnie ( 77665 ) JP Truck Stop ( Gulf ),409-296-2183 I-10 Exit 829 ( FM 1663 S ),S,Winnie,77665,JP Truck Stop ( Gulf ),409-296-2183,I-10 Exit 829 ( FM 1663 S ),2015,Winnie,TX,Gulf,( FM 1663 S ),I-10 Exit 829 ,Exit,829,False,,False
Winnie ( 77665 ) JP Truck Stop ( Gulf ),409-296-2183 I-10 Exit 829 ( FM 1663 S ),S,Winnie,77665,JP Truck Stop ( Gulf ),409-296-2183,I-10 Exit 829 ( FM 1663 S ),2016,Winnie,TX,Gulf,( FM 1663 S ),I-10 Exit 829 ,Exit,829,False,,False
